NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E3421400001111,クリスタルアージョ,広島県安芸高田市吉田町吉田761,1,,,34.666469,132.703675,
2,E3421400002111,旧郷野小学校体育館,広島県安芸高田市吉田町桂234,1,,,34.630048504323,132.64834470976,
3,E3421400003111,郷野地区コミュニティ集会所,広島県安芸高田市吉田町桂279-3,1,,,34.629446389701,132.64908118607,
4,E3421400004111,道の駅「三矢の里あきたかた」,広島県安芸高田市吉田町山手1059-1,1,,,34.648040881723,132.67436766303,
5,E3421400005111,愛郷小学校,広島県安芸高田市吉田町山手1165-3,1,,,34.648796717312,132.67157522945,
6,E3421400006111,可愛振興センター,広島県安芸高田市吉田町山手1392-2,1,,,34.650032,132.667618,
7,E3421400007111,吉田運動公園,広島県安芸高田市吉田町相合555-1,1,,,34.669791,132.690027,
8,E3421400008111,丹比西コミュニティ集会所,広島県安芸高田市吉田町多治比1691-1,1,,,34.682029,132.657097,
9,E3421400009111,吉田生活改善センター,広島県安芸高田市吉田町多治比613-1,1,,,34.677645,132.682868,
10,E3421400010111,向原戸島地区生活改善センター,広島県安芸高田市向原町戸島1016-1,1,,,34.631867,132.722417,
11,E3421400011111,向原坂地区生活改善センター,広島県安芸高田市向原町坂1984-7,1,,,34.609311115923,132.7363097627,
12,E3421400012111,向原生涯学習センターみらい,広島県安芸高田市向原町坂333,1,,,34.611054,132.719417,
13,E3421400015111,上長田地区多目的集会所,広島県安芸高田市向原町長田4733,1,,,34.604301,132.718059,
14,E3421400016111,向原保垣地区生活改善センター,広島県安芸高田市向原町保垣942-3,1,,,34.580064,132.71646,
15,E3421400017111,小原中央集会所,広島県安芸高田市甲田町下小原3472-7,1,,,34.663490592434,132.74280970489,
16,E3421400018111,甲田中学校,広島県安芸高田市甲田町高田原1250,1,,,34.692715637591,132.75737188238,
17,E3421400019111,甲田文化センターミューズ,広島県安芸高田市甲田町高田原1446-3,1,,,34.695403,132.758553,
18,E3421400020111,甲田人権福祉センター,広島県安芸高田市甲田町高田原1458,1,,,34.695681682349,132.75837026281,
19,E3421400021111,羽佐竹コミュニティホーム,広島県安芸高田市高宮町羽佐竹646-1,1,,,34.773389,132.696797,
20,E3421400022111,来原コミュニティセンター,広島県安芸高田市高宮町原田2267-1,1,,,34.745489112614,132.69768128836,
21,E3421400023111,旧来原小学校体育館,広島県安芸高田市高宮町原田3375,1,,,34.746409076837,132.69712087609,
22,E3421400024111,高宮Ｂ＆Ｇ海洋センター,広島県安芸高田市高宮町佐々部38-7,1,,,34.763311,132.709249,
23,E3421400025111,高宮小学校,広島県安芸高田市高宮町佐々部915-1,1,,,34.766024995353,132.71801039079,
24,E3421400026111,高宮田園パラッツォ,広島県安芸高田市高宮町佐々部957,1,,,34.766523,132.721217,
25,E3421400027111,高宮ハーモニー広場,広島県安芸高田市高宮町佐々部983-2,1,,,34.767089,132.719094,
26,E3421400028111,川根小学校,広島県安芸高田市高宮町川根1920,1,,,34.825201,132.673371,
27,E3421400029111,船木ゆめ広場,広島県安芸高田市高宮町船木2334,1,,,34.784780155593,132.76070225286,
28,E3421400030111,房後ふれあいセンター,広島県安芸高田市高宮町房後257,1,,,34.757066,132.723792,
29,E3421400031111,来女木公民館,広島県安芸高田市高宮町来女木1796,1,,,34.759454,132.681434,
30,E3421400032111,八千代基幹集落センター,広島県安芸高田市八千代町下根2570-4,1,,,34.606991577653,132.59668523672,
31,E3421400033111,八千代Ｂ＆Ｇ海洋センター,広島県安芸高田市八千代町佐々井1329,1,,,34.619997,132.60579,
32,E3421400034111,八千代文化施設フォルテ,広島県安芸高田市八千代町佐々井1391,1,,,34.620317461934,132.60784525337,
33,E3421400035111,横田地域活動拠点施設,広島県安芸高田市美土里町横田1936-1,1,,,34.72328169,132.6553774,
34,E3421400036111,桑田の庄,広島県安芸高田市美土里町桑田760-1,1,,,34.758882,132.59161,
35,E3421400037111,生田集会所,広島県安芸高田市美土里町生田1841-1,1,,,34.774262524617,132.60676924707,
36,E3421400038111,中北会館,広島県安芸高田市美土里町北773-1,1,,,34.762421380875,132.63398286631,
37,E3421400039111,本郷地域活動拠点施設,広島県安芸高田市美土里町本郷2830-1,1,,,34.718035,132.61308,
38,E3421400040111,美土里生涯学習センターまなび,広島県安芸高田市美土里町本郷4535-2,1,,,34.725118280871,132.6286021381,
39,E3430400001111,海田高等学校,広島県海田町つくも町1-60,1,,,34.366938,132.52919,
40,E3430400002111,海田町シルバープラザ,広島県海田町つくも町6-3,1,,,34.366553,132.530614,
41,E3430400012111,海田中学校,広島県海田町幸町10-1,1,,,34.368111,132.544079,
42,E3430400013111,海田児童館,広島県海田町幸町5-7,1,,,34.369627,132.542031,
43,E3430400019121,海田町民センター,広島県海田町寺迫1-1-29,1,,一時避難所を兼ねる,34.3729430002,132.549327,
44,E3430400019111,海田町民センター,広島県海田町寺迫1-1-29,1,,,34.372943,132.549327,
