NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E1021200001111,笠懸東小学校,群馬県みどり市笠懸町阿左美1010,1,,,36.3848318249901,139.308062174939,
2,E1021200002111,笠懸町第３区公民館,群馬県みどり市笠懸町阿左美1428-6,1,,,36.3895705870696,139.300467884919,
3,E1021200003111,笠懸公民館,群馬県みどり市笠懸町阿左美1581-1,1,,,36.3901774807873,139.290677407796,
4,E1021200004111,みどり市民体育館（桐生大学グリーンアリーナ）,群馬県みどり市笠懸町阿左美1714-2,1,,,36.3923063346972,139.290337413409,
5,E1021200006111,笠懸町第４区公民館,群馬県みどり市笠懸町阿左美2220-1,1,,,36.4028357274573,139.294374231461,
6,E1021200007111,関東開発株式会社桐生競艇場,群馬県みどり市笠懸町阿左美2887,1,,,36.3967002231111,139.308281649524,
7,E1021200008111,笠懸町第１区公民館,群馬県みどり市笠懸町阿左美3196-6,1,,,36.3908125678252,139.313298589074,
8,E1021200009111,笠懸町第５区公民館,群馬県みどり市笠懸町阿左美3631-1,1,,,36.4007298741802,139.288733222528,
9,E1021200010111,笠懸北小学校,群馬県みどり市笠懸町阿左美3730,1,,,36.4048713593027,139.291011136505,
10,E1021200011111,笠懸第１保育園,群馬県みどり市笠懸町阿左美3740,1,,,36.4038653506604,139.291526476313,
11,E1021200012111,笠懸町第２区公民館,群馬県みどり市笠懸町阿左美410,1,,,36.3817394631984,139.299278228112,
12,E1021200076121,サンホープケアヴィレッジ・ソレイユ,群馬県みどり市笠懸町阿左美500-1,,,高齢者,36.37512,139.299462,
13,E1021200073121,プロヴァンス笠懸,群馬県みどり市笠懸町阿左美500-3,,,高齢者,36.374584,139.29925,
14,E1021200075121,サンホープケアパーク阿左美,群馬県みどり市笠懸町阿左美574-3,,,高齢者,36.376295,139.298602,
15,E1021200013111,学校法人桐丘学園桐生大学,群馬県みどり市笠懸町阿左美606-7,1,,,36.3785885467765,139.296259988722,
16,E1021200014111,笠懸南中学校,群馬県みどり市笠懸町阿左美829,1,,,36.3887345473445,139.292924832799,
17,E1021200015111,笠懸町第６区公民館,群馬県みどり市笠懸町久宮325-9,1,,,36.3754800582258,139.283248595958,
18,E1021200074121,サンホープ笠懸,群馬県みどり市笠懸町鹿2646-1,,,高齢者,36.399718,139.281603,
19,E1021200078121,みどり病院,群馬県みどり市笠懸町鹿2646-2,,,障害者・高齢者,36.40031,139.281307,
20,E1021200016111,笠懸町第８区公民館,群馬県みどり市笠懸町鹿2693,1,,,36.4006289889931,139.271619133608,
