NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E0420300051111,市立第一中学校（体育館等）,宮城県塩竈市みのが丘3-1,1,,,38.321517,141.016512,
2,E0420300003111,寒風沢ステイ・ステーション（体育館等）,宮城県塩竈市浦戸寒風沢字中月21,1,,,38.3341832057,141.11949089553,
3,E0420300004111,桂島ステイ・ステーション（体育館等）,宮城県塩竈市浦戸桂島字台23,1,,,38.335147620469,141.09501246576,
4,E0420300005111,市立浦戸小中学校（体育館等）,宮城県塩竈市浦戸野々島字馬越8,1,,,38.339527791046,141.11657610517,
5,E0420300007111,市立第三小学校（体育館等）,宮城県塩竈市花立町15-1,1,,,38.308225648741,141.02121236573,
6,E0420300009111,一森山道場,宮城県塩竈市宮町7-15,,,,38.319455078299,141.01663165644,
7,E0420300010111,市立玉川小学校（体育館等）,宮城県塩竈市玉川2-9-1,1,,,38.310552866727,141.00705669942,
8,E0420300061111,市立月見ヶ丘小学校（体育館等）,宮城県塩竈市月月見ヶ丘2-1,,,,38.319406,141.004184,
9,E0420300017111,市立玉川中学校（体育館等）,宮城県塩竈市権現堂19-1,1,,,38.320854372932,141.00676572718,
10,E0420300021111,塩釜ガス体育館（体育館等）,宮城県塩竈市今宮町9-1,1,,,38.328248032478,141.01232139694,
11,E0420300024111,塩竈市温水プール（軽運動場）,宮城県塩竈市字杉の入裏39-173,1,,,38.334466368284,141.04404491212,
12,E0420300025111,市立第二小学校（体育館等）,宮城県塩竈市小松崎10-1,1,,,38.325028518002,141.01985438823,
13,E0420300029111,市立杉の入小学校（体育館等）,宮城県塩竈市杉の入1-19-1,1,,,38.331321418883,141.03543101433,
14,E0420300037112,市立第一小学校（体育館等）,宮城県塩竈市泉ケ岡1-1,,,,38.314335045265,141.01599508769,
15,E0420300039112,塩釜高等学校（東キャンパス（体育館等））,宮城県塩竈市泉ケ岡7-1,,,,38.315052408568,141.01393586078,
16,E0420300041111,塩釜港湾合同庁舎,宮城県塩竈市貞山通3-4-1,1,,,38.314953096956,141.03583964923,
17,E0420300042111,塩竈市公民館,宮城県塩竈市東玉川町9-1,,,,38.310262978593,141.01082917358,
18,E0420300046111,市立第二中学校（体育館等）,宮城県塩竈市楓町2-10-1,1,,,38.332488465234,141.02913099175,
19,E0444500002111,旧旭小学校,宮城県加美町宮崎字旭2-1-1,1,,,38.628204,140.710128,
20,E0444500003111,宮崎小学校,宮城県加美町宮崎字屋敷1-6-2,1,,,38.614580195822,140.75958292978,
21,E0444500004121,宮崎福祉センター,宮城県加美町宮崎字屋敷7-45-1,1,,要配慮者（日常生活に介助を要する高齢者、障がい者、乳幼児・妊産婦等）,38.612850904474,140.755372458304,
22,E0444500008111,鳴瀬小学校,宮城県加美町四日市場字舟橋250,1,,,38.556550974334,140.87867364883,
