NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E4520900001111,岡元小学校体育館,宮崎県えびの市大字浦371,,,,32.02125931,130.7856976,
2,E4520900002111,えびの市国際交流センター,宮崎県えびの市大字榎田388-1,,,,32.05662755,130.8108814,
3,E4520900023112,南岡松公民館,宮崎県えびの市大字岡松1412-2,1,,,32.046853,130.754192,
4,E4520900003111,加久藤地区体育館,宮崎県えびの市大字栗下1168-13,,,,32.0456718,130.809285,
5,E4520900004111,加久藤中学校体育館,宮崎県えびの市大字栗下1269-1,,,,32.0447343,130.8109513,
6,E4520900005111,加久藤小学校体育館,宮崎県えびの市大字栗下151,,,,32.0460882,130.8136513,
7,E4520900006111,加久藤地区コミュニティセンター,宮崎県えびの市大字栗下64-1,,,,32.04457966,130.8128684,
8,E4520900007111,飯野小学校体育館,宮崎県えびの市大字原田110,,,,32.04755325,130.8671267,
9,E4520900008111,高齢者交流プラザ,宮崎県えびの市大字原田112-1,,,,32.046016,130.8674356,
10,E4520900009121,飯野地区コミュニティセンター,宮崎県えびの市大字原田112-11,1,,要配慮者、一般,32.046543,130.866803,
11,E4520900009111,飯野地区コミュニティセンター,宮崎県えびの市大字原田112-11,1,,,32.046543,130.866803,
12,E4520900010111,飯野中学校体育館,宮崎県えびの市大字原田190,,,,32.04548762,130.8707777,
13,E4520900011111,飯野駅前地区体育館,宮崎県えびの市大字原田2176,1,,,32.033567,130.872797,
14,E4520900012111,えびの市民体育館,宮崎県えびの市大字原田3056,,,,32.04472973,130.868628,
15,E4520900013111,真幸地区体育館,宮崎県えびの市大字向江1188-10,,,,32.043893,130.760976,
16,E4520900014111,えびの市老人福祉センター,宮崎県えびの市大字向江491-4,,,,32.048344,130.769248,
17,E4520900014121,えびの市老人福祉センター,宮崎県えびの市大字向江491-4,,,要配慮者、一般,32.04851921,130.7693014,
18,E4520900015111,真幸地区コミュニティセンター,宮崎県えびの市大字向江798,,,,32.04885163,130.763152,
19,E4520900016111,高野コミュニティセンター,宮崎県えびの市大字坂元1666,,,,32.0978831,130.8498257,
20,E4520900017111,上江小中学校体育館,宮崎県えびの市大字上江1580,,,,32.03264586,130.8476264,
21,E4520900018111,旧上江中学校体育館,宮崎県えびの市大字上江1735,,,,32.02844698,130.8451894,
22,E4520900019111,上江地区体育館,宮崎県えびの市大字上江1780-1,1,,,32.028676,130.843645,
23,E4520900020111,旧大河平小学校体育館,宮崎県えびの市大字大河平2410,,,,32.062756182382,130.915381193529,
24,E4520900028111,えびの市防災食育センター,宮崎県えびの市大字大明司1019-1,,,,32.05265,130.828946,
25,E4520900021112,えびの市保健センター,宮崎県えびの市大字大明司2146-2,1,,,32.05230957,130.8269055,
26,E4520900021111,えびの市文化センター,宮崎県えびの市大字大明司2146-2,1,,,32.05230957,130.8269055,
27,E4520900021121,えびの市文化センター,宮崎県えびの市大字大明司2146-2,1,,要配慮者、一般,32.05230957,130.8269055,
28,E4520900022112,中浦自治公民館,宮崎県えびの市大字島内2044-2,1,,,32.043173,130.779485,
29,E4520900027111,尾八重野コミュニティセンター,宮崎県えびの市大字東長江浦1652-368,,,,31.9923615921783,130.819726878286,
30,E4538300001111,揚町公民館,宮崎県綾町大字南俣1092-2,,,,31.997107,131.245835,
31,E4538300003111,中川原集会所,宮崎県綾町大字南俣1192-1,,,,31.994229,131.244509,
32,E4538300005111,四枝公民館,宮崎県綾町大字南俣2017-2,1,,,31.997203,131.231845,
33,E4538300007111,中堂公民館,宮崎県綾町大字南俣2534-1,1,,,31.997987,131.24012,
34,E4538300009111,西中坪公民館,宮崎県綾町大字南俣281-1,,,,31.997351,131.258611,
35,E4538300008111,綾小学校,宮崎県綾町大字南俣2811,,,,32.000939,131.251737,
36,E4538300011111,南麓公民館,宮崎県綾町大字南俣323-1,,,,31.998227,131.255841,
37,E4538300013111,宮谷公民館,宮崎県綾町大字南俣4365-1,,,,31.990932,131.244592,
38,E4538300015111,大平山公民館,宮崎県綾町大字南俣4877-2,,,,31.982899,131.247962,
39,E4538300016111,二反野公民館,宮崎県綾町大字南俣5176-32,,,,31.982331,131.222881,
40,E4538300019111,綾町武道館,宮崎県綾町大字南俣543,,,,31.995524,131.254925,
41,E4538300020111,綾町体育館,宮崎県綾町大字南俣545,,,,31.995883,131.254794,
42,E4538300021112,綾町中央公民館,宮崎県綾町大字南俣546,,,,31.996004,131.255723,
43,E4538300021111,綾町高年者研修センター,宮崎県綾町大字南俣546,,,,31.995514,131.255615,
44,E4538300022111,陣之尾公民館,宮崎県綾町大字南俣5511-158,1,,,31.997647,131.212592,
45,E4538300023111,倉輪公民館,宮崎県綾町大字南俣5586-1,,,,31.993796,131.203654,
46,E4538300024111,広沢公民館,宮崎県綾町大字南俣5639-1,,,,31.9918577663347,131.170959399145,
47,E4538300025111,八日町公民館,宮崎県綾町大字南俣69-18,,,,31.994778,131.267404,
48,E4538300026111,立町公民館,宮崎県綾町大字南俣777-1,,,,31.997436,131.250775,
49,E4538300028111,東中坪公民館,宮崎県綾町大字入野1197-1,,,,31.999201,131.260521,
50,E4538300029111,神下公民館,宮崎県綾町大字入野1204-2,,,,31.999617,131.262138,
51,E4538300031111,尾原公民館,宮崎県綾町大字入野1456-1,,,,31.985248,131.254163,
52,E4538300033111,古屋公民館,宮崎県綾町大字入野2223-1,,,,31.988581,131.261988,
53,E4538300034111,昭和公民館,宮崎県綾町大字入野2841-2,,,,31.992961,131.273572,
54,E4538300035111,上畑公民館,宮崎県綾町大字入野29-3,,,,31.999548,131.224199,
