NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E2220800001202,宇佐美中学校（体育館）,静岡県伊東市宇佐美1537-1,1,1,1,1,1,1,1,,1,35.006654,139.078118,
2,E2220800001201,宇佐美中学校（グランド）,静岡県伊東市宇佐美1537-1,1,1,1,1,1,1,1,,1,35.006603,139.077622,
3,E2220800003201,宇佐美小学校（グランド）,静岡県伊東市宇佐美1627-1,1,1,1,1,,1,1,,1,35.007574,139.080495,
4,E2220800003202,宇佐美小学校（体育館）,静岡県伊東市宇佐美1627-1,1,1,1,1,,1,1,,1,35.008321,139.080516,
5,E2220800017201,門野中学校（グランド）,静岡県伊東市鎌田1281-63,1,1,1,1,1,1,1,1,1,34.945582,139.086341,
6,E2220800017202,門野中学校（体育館）,静岡県伊東市鎌田1281-63,1,1,1,1,1,1,1,1,1,34.944532,139.087291,
7,E2220800023201,伊豆伊東高校（グランド）,静岡県伊東市吉田748-1,1,1,1,1,1,1,1,,1,34.944149,139.116517,
8,E2220800023202,伊豆伊東高校（体育館）,静岡県伊東市吉田748-1,1,1,1,1,1,1,1,,1,34.945164,139.117418,
9,E2220800024201,大池小学校（グランド）,静岡県伊東市吉田824-4,1,1,1,1,1,1,1,1,1,34.932681,139.105519,
10,E2220800024202,大池小学校（体育館）,静岡県伊東市吉田824-4,1,1,1,1,1,1,1,1,1,34.932937,139.106662,
11,E2220800027201,市民運動場,静岡県伊東市玖須美元和田716-115,1,1,1,1,1,1,1,,1,34.952617,139.112345,
12,E2220800029201,南小学校（グランド）,静岡県伊東市玖須美元和田716-87,1,1,1,1,1,1,1,,1,34.951561,139.113531,
13,E2220800029202,南小学校（体育館）,静岡県伊東市玖須美元和田716-87,1,1,1,1,1,1,1,,1,34.951869,139.113236,
14,E2220800030202,南中学校（体育館）,静岡県伊東市玖須美元和田729-1,1,1,1,1,1,1,1,,1,34.954067,139.106756,
15,E2220800030201,南中学校（グランド）,静岡県伊東市玖須美元和田729-1,1,1,1,1,1,1,1,,1,34.953781,139.10784,
16,E2220800031202,旧西小学校（体育館）,静岡県伊東市幸町1-5,1,1,1,1,,1,1,,1,34.968376,139.093028,
17,E2220800031201,旧西小学校（グランド）,静岡県伊東市幸町1-5,1,1,1,1,,1,1,,1,34.968015,139.092845,
18,E2220800036201,十足広場,静岡県伊東市十足536-1,1,1,1,1,1,1,1,1,1,34.917729,139.089197,
19,E2220800076201,浮山広場,静岡県伊東市赤沢173-1,1,1,1,1,1,1,1,1,,34.8595,139.088497,
20,E2220800046201,旧川奈小学校（グランド）,静岡県伊東市川奈1083-1,1,,1,1,1,1,1,,1,34.953085,139.126858,
21,E2220800046202,旧川奈小学校（体育館）,静岡県伊東市川奈1083-1,1,,1,1,1,1,1,,1,34.953142,139.127502,
22,E2220800053201,伊東小学校（グランド）,静岡県伊東市大原2-2-6,1,1,1,1,1,1,1,,1,34.964115,139.102501,
23,E2220800053202,伊東小学校（体育館）,静岡県伊東市大原2-2-6,1,1,1,1,1,1,1,,1,34.964889,139.102806,
24,E2220800056201,池小学校（グランド）,静岡県伊東市池477-2,1,,1,1,1,1,1,1,1,34.891938,139.085799,
25,E2220800056202,池小学校（体育館）,静岡県伊東市池477-2,1,,1,1,1,1,1,1,1,34.892083,139.085306,
26,E2220800061201,伊東公園,静岡県伊東市湯川322,1,,1,1,1,1,1,,,34.975831,139.091486,
27,E2220800062201,北中学校（グランド）,静岡県伊東市湯川360-1,1,,1,1,1,1,1,,1,34.977331,139.088539,
28,E2220800062202,北中学校（体育館）,静岡県伊東市湯川360-1,1,,1,1,1,1,1,,1,34.977287,139.087858,
29,E2220800066202,旧伊東高校城ヶ崎分校（体育館）,静岡県伊東市八幡野1120,1,1,1,1,1,1,1,1,1,34.8868,139.114569,
30,E2220800066201,旧伊東高校城ヶ崎分校（グランド）,静岡県伊東市八幡野1120,1,1,1,1,1,1,1,1,1,34.885335,139.115438,
31,E2220800067202,対島中学校（体育館）,静岡県伊東市八幡野1128-3,1,1,1,1,1,1,1,1,1,34.884827,139.111257,
32,E2220800067201,対島中学校（グランド）,静岡県伊東市八幡野1128-3,1,1,1,1,1,1,1,1,1,34.884242,139.111767,
33,E2220800070202,八幡野小学校（体育館）,静岡県伊東市八幡野976-1,1,1,1,1,1,1,1,1,1,34.873626,139.104406,
34,E2220800070201,八幡野小学校（グランド）,静岡県伊東市八幡野976-1,1,1,1,1,1,1,1,1,1,34.872948,139.104256,
35,E2220800071202,富戸小学校（体育館）,静岡県伊東市富戸1203-1,1,,1,1,1,1,1,1,1,34.910828,139.135102,
36,E2220800071201,富戸小学校（グランド）,静岡県伊東市富戸1203-1,1,,1,1,1,1,1,1,1,34.910696,139.134667,
37,E2220800075201,富戸公園,静岡県伊東市富戸892-43,1,1,1,1,1,1,1,1,,34.892074,139.129649,
38,E2222500001201,下畑公民館,静岡県伊豆の国市下畑164,1,1,,1,,1,,,1,35.005886430264,138.97908880953,
39,E2222500002201,野外活動センター（旧大仁東小学校）,静岡県伊豆の国市下畑1926-2,1,1,,1,,1,,,1,35.010050215399,138.99101718317,
40,E2222500003201,花坂公民館,静岡県伊豆の国市花坂113-1,1,,,1,,1,,,1,35.038402875304,138.91651186105,
41,E2222500004201,吉田公民館,静岡県伊豆の国市吉田580,1,1,,1,,1,,,1,35.000219822685,138.94173008186,
42,E2222500005201,富士美幼稚園,静岡県伊豆の国市原木1343,,1,,1,,1,,,1,35.064809274497,138.94922296143,
43,E2222500006201,原木公民館,静岡県伊豆の国市原木804-1,,1,,1,,1,,,1,35.062385551986,138.94143346872,
44,E2222500007201,古奈湯元公園,静岡県伊豆の国市古奈1199-3,,1,,1,,1,,,,35.039354137161,138.93552393423,
45,E2222500008201,長岡総合会館（アクシスかつらぎ）,静岡県伊豆の国市古奈255,1,1,,1,,1,,,1,35.03491696,138.9382063,「洪水」では2階以上に避難
46,E2222500009201,古奈公民館,静岡県伊豆の国市古奈270,,1,,1,,1,,,1,35.034665154259,138.93839188421,
47,E2222500010201,古奈もみじ公園,静岡県伊豆の国市古奈56-1,,,,1,,1,,,,35.034158918001,138.93679403798,
48,E2222500011201,戸沢公民館,静岡県伊豆の国市戸沢43-1,1,,,1,,1,,,1,35.028045325019,138.91456180851,
49,E2222500012201,御門防災センター,静岡県伊豆の国市御門32-1,1,1,,1,,1,,,1,35.017163635216,138.94388456227,「洪水」では2階以上に避難
50,E2222500013201,大仁中学校,静岡県伊豆の国市三福1276-3,1,1,,1,,1,,,1,35.000365354088,138.94824136569,
51,E2222500087201,大仁小学校,静岡県伊豆の国市三福325,1,1,,1,,1,,,1,35.008488473801,138.94683624598,
52,E2222500015201,三福公民館,静岡県伊豆の国市三福675,1,,,1,,1,,,1,35.005408713036,138.94867858186,
53,E2222500016201,ひまわり保育園,静岡県伊豆の国市三福934-1,1,1,,1,,1,,,1,35.002314584715,138.94591659626,
54,E2222500017201,松並公民館,静岡県伊豆の国市四日町184-1,1,1,,1,,1,,,1,35.055115824625,138.95337406486,
55,E2222500018201,韮山小学校,静岡県伊豆の国市四日町350-1,1,1,,1,,1,,,1,35.055705432923,138.94769179768,「洪水」では2階以上に避難
56,E2222500019201,四日町公民館,静岡県伊豆の国市四日町652-2,,1,,1,,1,,,1,35.053785929054,138.94303426564,
57,E2222500020201,寺家区公民館,静岡県伊豆の国市寺家112,,1,,1,,1,,,1,35.046675247035,138.94164113203,
58,E2222500089201,静岡県立伊豆の国特別支援学校,静岡県伊豆の国市寺家235,1,1,,1,,,,,1,35.048524,138.94424,
59,E2222500021201,県立東部特別支援学校,静岡県伊豆の国市寺家246-1,1,1,,1,,1,,,1,35.047620373521,138.94491841651,「洪水」では2階以上に避難
60,E2222500022201,県立伊豆中央高等学校,静岡県伊豆の国市寺家970-1,1,1,,1,,1,,,1,35.042551384734,138.93739652193,
61,E2222500023201,大仁北小学校,静岡県伊豆の国市守木312-1,1,1,,1,,1,,,1,35.018005930726,138.94841126905,「洪水」では2階以上に避難
