NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E1223800001111,夷隅地区多目的研修センター,千葉県いすみ市行川721-1,1,,,35.283706,140.282434,
2,E1223800002111,国吉中学校,千葉県いすみ市国府台1552,1,,,35.284945,140.313122,
3,E1223800003111,東小学校,千葉県いすみ市山田460,1,,,35.260693,140.335129,
4,E1223800004111,東海小学校,千葉県いすみ市若山1042,1,,,35.2644130862542,140.384711243229,
5,E1223800006111,浪花小学校,千葉県いすみ市小沢1157,1,,,35.222633,140.384792,
6,E1223800007111,旧千町小学校,千葉県いすみ市松丸3226,1,,,35.311865,140.323997,
7,E1223800010111,夷隅小学校,千葉県いすみ市深谷127,1,,,35.28901,140.313373,
8,E1223800011111,夷隅文化会館,千葉県いすみ市深谷1968-1,1,,,35.286973,140.302183,
9,E1223800013111,社会福祉法人　チルドレン・パラダイス児童養護施設　子山ホーム,千葉県いすみ市深堀685,1,,,35.258764,140.382166,
10,E1223800017111,農村環境改善センター,千葉県いすみ市大原6763,1,,,35.24544,140.38215,
11,E1223800020111,大原中学校,千葉県いすみ市大原7400-12,1,,,35.25412,140.380509,
12,E1223800021111,大原文化センター,千葉県いすみ市大原7838,1,,,35.248124,140.386406,
13,E1223800022111,大原小学校,千葉県いすみ市大原8530-3,1,,,35.245422976566,140.389927025261,
14,E1223800024111,大原台コミュニティセンター,千葉県いすみ市大原台324,1,,,35.205518,140.364843,
15,E1223800027111,古沢小学校,千葉県いすみ市岬町岩熊563-2,1,,,35.320183,140.340614,
16,E1223800028111,中根小学校,千葉県いすみ市岬町中滝954,1,,,35.298767,140.373181,
17,E1223800029111,岬公民館,千葉県いすみ市岬町長者22,1,,,35.299523,140.384636,
18,E1223800030111,長者小学校,千葉県いすみ市岬町長者330,1,,,35.295675,140.392982,
19,E1223800031111,岬中学校,千葉県いすみ市岬町椎木1370,1,,,35.320497,140.376159,
20,E1223800033111,太東小学校,千葉県いすみ市岬町椎木408,1,,,35.318917,140.386959,
21,E1223800034111,岬ふれあい会館,千葉県いすみ市岬町東中滝720-1,1,,,35.300989,140.387696,
22,E1221500081121,特別養護老人ホームやすらぎ園,千葉県旭市イの3925-2,,,要配慮者,35.726119,140.672411,
23,E1221500081111,特別養護老人ホームやすらぎ園,千葉県旭市イの3925-2,,,,35.7259887903695,140.672222091355,
24,E1221500082111,第二中学校,千葉県旭市ニの2510-1,1,,,35.719266450139,140.64550633758,
25,E1221500083111,総合体育館,千葉県旭市ニの5491,1,,,35.722251623548,140.63131411092,
26,E1221500084111,第一中学校,千葉県旭市ハの2304,1,,,35.710116842659,140.64496272696,
27,E1221500085111,中央小学校,千葉県旭市ハの74,1,,,35.716666102772,140.65386536702,
28,E1221500014111,豊畑小学校,千葉県旭市井戸野2738,1,,,35.710756489201,140.61433035942,
29,E1221500015111,飯岡福祉センター（旭市保健センター）,千葉県旭市横根3520,1,,,35.7105322992405,140.715046160501,
30,E1221500017111,飯岡中学校,千葉県旭市横根3746,1,,,35.711415643259,140.7130195714,
31,E1221500021111,干潟小学校,千葉県旭市鎌数9508,1,,,35.721879561358,140.60401910519,
32,E1221500022111,海上キャンプ場体育館,千葉県旭市岩井1000,1,,,35.751498632274,140.689684339477,
33,E1221500025111,琴田小学校,千葉県旭市琴田2864-1,1,,,35.738883060898,140.65686941692,
34,E1221500029111,海上公民館,千葉県旭市高生1,1,,,35.732944177666,140.69094461443,
35,E1221500030111,嚶鳴小学校,千葉県旭市高生3610,1,,,35.73461611095,140.67263220054,
36,E1221500032111,海上中学校,千葉県旭市高生77,1,,,35.732634489947,140.689878422,
37,E1221500034111,三川小学校,千葉県旭市三川4643,1,,,35.7071430383925,140.702667026576,
38,E1221500036111,特別養護老人ホーム東風荘,千葉県旭市三川6301-6,,,,35.7054447518311,140.689821356992,
39,E1221500036121,特別養護老人ホーム東風荘,千葉県旭市三川6301-6,,,要配慮者,35.7054447518311,140.689821356992,
40,E1221500038121,恵天堂特別養護老人ホーム,千葉県旭市蛇園2532,,,要配慮者,35.7190458107629,140.704067048,
41,E1221500038111,恵天堂特別養護老人ホーム,千葉県旭市蛇園2532,,,,35.7190458107629,140.704067048,
42,E1221500040111,鶴巻小学校,千葉県旭市蛇園5533,1,,,35.73755266833,140.70117688693,
43,E1221500043111,共和小学校,千葉県旭市新町771,1,,,35.742711016716,140.63776061184,
44,E1221500047111,滝郷小学校,千葉県旭市清滝821,1,,,35.761991671107,140.6865634606,
45,E1221500048111,特別養護老人ホーム白寿園,千葉県旭市清和乙20-1,,,,35.7704388598896,140.617565590848,
46,E1221500048121,特別養護老人ホーム白寿園,千葉県旭市清和乙20-1,,,要配慮者,35.7704388598896,140.617565590848,
