NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E2323700001111,下萱津コミュニティ防災センター,愛知県あま市下萱津山伏8,1,,,35.1815599691113,136.839417843792,
2,E2323700002111,美和文化会館,愛知県あま市花正地先1-1,1,,,35.2040936710161,136.784491247134,
3,E2323700003111,美和保健センター,愛知県あま市花正中之割2,1,,,35.2012907095822,136.784281126653,
4,E2323700004111,坂牧コミュニティ防災センター,愛知県あま市坂牧阿原25,1,,,35.1829275454957,136.830237082924,
5,E2323700005111,七宝公民館,愛知県あま市七宝町安松小新田2337,1,,,35.1713974508964,136.796789833682,
6,E2323700006111,伊福小学校,愛知県あま市七宝町伊福河原28,1,,,35.156633553814,136.79395880865,
7,E2323700007111,七宝総合体育館,愛知県あま市七宝町伊福宮東3-1,1,,,35.1606297837035,136.797098342379,
8,E2323700008111,七宝焼アートヴィレッジ,愛知県あま市七宝町遠島十三割2000,1,,,35.1836727708388,136.799225890504,
9,E2323700009111,七宝北中学校,愛知県あま市七宝町遠島十坪117,1,,,35.1856414257812,136.799288885537,
10,E2323700010111,宝小学校,愛知県あま市七宝町遠島大切戸1296,1,,,35.1830057881793,136.806584152307,
11,E2323700011111,七宝小学校,愛知県あま市七宝町桂角田1777,1,,,35.1711214849987,136.797692732566,
12,E2323700012111,七宝保健センター,愛知県あま市七宝町桂弥勒28,1,,,35.1649633884115,136.795808320479,
13,E2323700013111,秋竹小学校,愛知県あま市七宝町秋竹中道358,1,,,35.1758504490305,136.803648572206,
14,E2323700014111,七宝中学校,愛知県あま市七宝町川部山王4,1,,,35.1712837204123,136.795384187735,
15,E2323700016111,篠田防災コミュニティセンター,愛知県あま市篠田3-51,1,,,35.1870578179067,136.777548784431,
16,E2323700048113,愛知県立美和高等学校　武道場,愛知県あま市篠田五ツ藤1,,,,35.182737,136.794598,
17,E2323700048111,愛知県立美和高等学校　体育館,愛知県あま市篠田五ツ藤1,,,,35.182736,136.794577,
18,E2323700017111,篠田小学校,愛知県あま市篠田十王堂59,1,,,35.1869026522092,136.781548825689,
19,E2323700018111,上萱津コミュニティ防災センター,愛知県あま市上萱津上野87,1,,,35.1921358740463,136.839391210792,
20,E2323700019111,新居屋防災センター,愛知県あま市新居屋江上田14-28,1,,,35.1923842324128,136.809095767129,
21,E2323700020111,甚目寺西小学校,愛知県あま市新居屋三反通11,1,,,35.1980809575085,136.815319092676,
22,E2323700021111,甚目寺西児童館（新居屋憩の家）,愛知県あま市新居屋東高田58,1,,,35.1976978854054,136.811652813581,
23,E2323700022111,甚目寺北児童館（森憩の家）,愛知県あま市森2-6-2,1,,,35.2094513017039,136.813591299694,
