NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E4421100001111,総合保健福祉センター,大分県宇佐市安心院町下毛2111-1,1,,,33.4393551,131.3549139,
2,E4421100002111,安心院中学校体育館,大分県宇佐市安心院町下毛2222-1,1,,,33.436104,131.356284,
3,E4421100002112,安心院中学校,大分県宇佐市安心院町下毛2222-1,1,,,33.435746,131.356765,
4,E4421100003112,津房小学校,大分県宇佐市安心院町五郎丸380-2,1,,,33.390954,131.396734,
5,E4421100003111,津房小学校体育館,大分県宇佐市安心院町五郎丸380-2,1,,,33.390669,131.396176,
6,E4421100004111,佐田小学校体育館,大分県宇佐市安心院町佐田215,1,,,33.441905,131.395887,
7,E4421100004112,佐田小学校,大分県宇佐市安心院町佐田215,1,,,33.441606,131.395751,
8,E4421100005111,佐田地区公民館,大分県宇佐市安心院町佐田246-1,1,,,33.44228,131.395863,
9,E4421100081111,安心院高等学校（体育館）,大分県宇佐市安心院町折敷田64,,,,33.437082,131.353043,
10,E4421100006111,安心院小学校体育館,大分県宇佐市安心院町木裳115-1,1,,,33.435612,131.357844,
11,E4421100006112,安心院小学校,大分県宇佐市安心院町木裳115-1,1,,,33.435369,131.358269,
12,E4421100007111,深見地区公民館,大分県宇佐市安心院町矢畑25-1,1,,,33.394318,131.341364,
13,E4421100008112,深見小学校,大分県宇佐市安心院町矢畑40-2,1,,,33.393461,131.341067,
14,E4421100008111,深見小学校体育館,大分県宇佐市安心院町矢畑40-2,1,,,33.393927,131.341494,
15,E4421100009111,津房地区公民館,大分県宇佐市安心院町六郎丸666-2,1,,,33.392869,131.394046,
16,E4421100010111,羽馬礼分校,大分県宇佐市院内町羽馬礼212-1,1,,,33.352293,131.275393,
17,E4421100011111,南院内地区コミュニティーセンター,大分県宇佐市院内町下恵良672,1,,,33.38579516,131.2932694,
18,E4421100012112,南院内小学校,大分県宇佐市院内町下恵良687,1,,,33.384441,131.29176,
19,E4421100012111,南院内小学校体育館,大分県宇佐市院内町下恵良687,1,,,33.38462,131.291238,
20,E4421100013112,院内北部小学校,大分県宇佐市院内町櫛野646,1,,,33.461423,131.328777,
21,E4421100013111,院内北部小学校体育館,大分県宇佐市院内町櫛野646,1,,,33.461459,131.328242,
22,E4421100014111,院内地区コミュニティーセンター,大分県宇佐市院内町景平235,1,,,33.401136,131.299641,
23,E4421100015111,両川地区公民館,大分県宇佐市院内町香下207-2,1,,,33.478602,131.332176,
24,E4421100016111,山村開発センター（院内支所庁舎）,大分県宇佐市院内町山城39,1,,,33.42054,131.316765,
25,E4421100017111,院内中学校体育館,大分県宇佐市院内町山城54,1,,,33.41898482,131.3168799,
26,E4421100017112,院内中学校,大分県宇佐市院内町山城54,1,,,33.419708,131.316011,
27,E4421100018111,中部小学校体育館,大分県宇佐市院内町山城91,1,,,33.418152,131.316204,
28,E4421100018112,中部小学校,大分県宇佐市院内町山城91,1,,,33.418224,131.315812,
29,E4421100019111,高並地区多目的共同利用施設,大分県宇佐市院内町小稲22-1,1,,,33.439673,131.304785,
30,E4421100020111,高並体育館,大分県宇佐市院内町小稲24-1,1,,,33.44014671,131.3058837,
31,E4421100021111,老人憩いの家,大分県宇佐市院内町上余160,1,,,33.377126,131.307707,
32,E4421100022111,上院内分校,大分県宇佐市院内町定別当44,1,,,33.392239,131.252552,
33,E4421100082111,宇佐産業科学高等学校（体育館）,大分県宇佐市四日市292,,,,33.53661,131.324265,
34,E4421100023111,糸口山老人憩の家,大分県宇佐市大字猿渡1160-36,1,,,33.538496,131.302785,
35,E4421100025111,宇佐市立北部中学校体育館,大分県宇佐市大字下時枝369-1,1,,,33.560245,131.308376,
36,E4421100025112,宇佐市立北部中学校,大分県宇佐市大字下時枝369-1,1,,,33.559933,131.307697,
