NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E1820800038121,社会福祉法人　緑進会特別養護老ホーム芦原メロン苑,福井県あわら市井江葭50-18,,,要配慮者,36.24031,136.218442,
2,E1820800002111,あわら市本荘小学校,福井県あわら市下番7-1,1,,,36.206267082913,136.19541023928,
3,E1820800004111,あわら市金津小学校,福井県あわら市花乃杜1-20-1,1,,,36.217592631852,136.22535562449,
4,E1821000050121,金津サンホーム,福井県あわら市花乃杜3-22-12,,,要配慮者,36.22233,136.224013,
5,E1820800041121,社会福祉法人　金津福祉会金津サンホーム,福井県あわら市花乃杜3-22-12,,,要配慮者,36.222183,136.224152,
6,E1820800006111,あわら市多目的共同利用施設さくらセンター,福井県あわら市柿原36-20,1,,,36.233589107834,136.23580962101,
7,E1820800007111,あわら市吉崎小学校,福井県あわら市吉崎8-55,1,,,36.286777679199,136.25391003202,
8,E1820800008111,熊坂農村環境改善センター,福井県あわら市熊坂42-20,1,,,36.23405718794,136.28787356148,
9,E1820800009111,あわら市農業者トレーニングセンター,福井県あわら市国影23-1,1,,,36.227916856886,136.20695448749,
10,E1820800010111,トリムパークかなづ,福井県あわら市山室67-60-1,1,,,36.216429574803,136.24960537157,
11,E1820800011111,あわら市金津中学校,福井県あわら市市姫1-5-1,1,,,36.209519241838,136.23216462298,
12,E1820800033111,あわら市中央公民館,福井県あわら市市姫1-9-18,1,,,36.212528,136.230962,
13,E1820800036121,医療法人　至捷会ナイスケア木村,福井県あわら市市姫3-23-4,,,要配慮者,36.208984,136.228607,
14,E1820800013111,福井県立金津高等学校,福井県あわら市市姫4-5-1,1,,,36.207880034106,136.22792477998,
15,E1820800037121,社会福祉法人　坂井福祉会ウエルネス木村,福井県あわら市自由ヶ丘2-15-23,,,要配慮者,36.21814,136.23558,
16,E1820800016111,あわら市芦原中学校,福井県あわら市舟津2-75,1,,,36.235059444803,136.19266685647,
17,E1820800015111,あわら市武道館,福井県あわら市舟津2-81,1,,,36.233192,136.19206,
18,E1820800018111,あわら市金津こども園,福井県あわら市春宮3-24-20,1,,,36.219363786751,136.23001389788,
19,E1820800035121,あわら市社会福祉協議会金津雲雀ケ丘寮,福井県あわら市春宮3-28-21,,,要配慮者,36.21992,136.227486,
20,E1820800020111,あわら市伊井小学校,福井県あわら市清間13-24,1,,,36.197261234151,136.24818931442,
21,E1820800021111,あわら市細呂木小学校,福井県あわら市滝63-8,1,,,36.238926142503,136.2535989205,
22,E1820800022111,あわら市金津東小学校,福井県あわら市中川18-10,1,,,36.196935035781,136.2689427203,
23,E1820800023111,あわら市新郷小学校,福井県あわら市中浜1-1,1,,,36.209844718883,136.17828716222,
24,E1820800024111,あわら市芦原小学校,福井県あわら市田中々2-25,1,,,36.221699877184,136.194286401,
25,E1820800034111,あわら市湯のまち公民館,福井県あわら市二面32-16,1,,,36.222469,136.194611,
26,E1820800039121,社会福祉法人　緑進会地域密着型介護老福祉施設湯の町メロン苑,福井県あわら市二面42-20,,,要配慮者,36.226734,136.19487,
27,E1820800040121,社会福祉法人　ハスの実の家,福井県あわら市二面87-26-2,,,要配慮者,36.239877,136.197681,
28,E1820800027111,あわら市波松小学校,福井県あわら市波松25-1,1,,,36.261805119252,136.20179744432,
29,E1820800028111,浜坂区民館,福井県あわら市浜坂4-5,1,,,36.286665309578,136.2467798393,
30,E1820800029111,あわら市北潟公民館,福井県あわら市北潟150-1,1,,,36.259155594739,136.22582235284,
31,E1820800030111,あわら市北潟小学校,福井県あわら市北潟35-11,1,,,36.264195576896,136.22301874735,
32,E1820800031111,あわら市剱岳公民館,福井県あわら市椚第18-10,1,,,36.202527569369,136.28449018202,
33,E1848300003111,佐分利小学校,福井県おおい町鹿野21-22-1,1,,,35.45117383721,135.57184048346,
34,E1848300004111,ふるさと交流センター,福井県おおい町鹿野42-27,1,,,35.453054,135.565565,
35,E1848300009111,総合町民体育館,福井県おおい町成和2-1-1,1,,,35.483592711844,135.61193365113,
36,E1848300011111,大島小学校,福井県おおい町大島60-6,1,,,35.527788486196,135.64604833862,
