NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E1620600001111,滑川中学校,富山県滑川市下島54,1,,,36.75506786,137.3403253,
2,E1620600002111,西加積地区公民館,富山県滑川市下梅沢31-1,1,,,36.7469894,137.3433662,
3,E1620600003111,西地区コミュニティホール（滑川西地区公民館）,富山県滑川市加島町194,1,,,36.76039958,137.3336211,
4,E1620600004111,田中小学校,富山県滑川市加島町207,1,,,36.75954963,137.333855,
5,E1620600005111,滑川高等学校,富山県滑川市加島町45,1,,,36.7590012,137.3313478,
6,E1620600006121,カモメ荘,富山県滑川市吉浦13,,,要配慮者,36.7927517249106,137.372173511586,
7,E1620600007111,浜加積地区公民館,富山県滑川市曲渕333,1,,,36.77550644,137.3634532,
8,E1620600008111,同朋保育園,富山県滑川市吾妻町357-6,1,,,36.76775007,137.3409534,
9,E1620600009111,滑川市民交流プラザ（３階・４階部分）,富山県滑川市吾妻町426,1,,,36.76850946,137.3449446,
10,E1620600009113,滑川東地区公民館,富山県滑川市吾妻町426,1,,,36.76722673,137.3444887,
11,E1620600009112,滑川市立図書館,富山県滑川市吾妻町426,1,,,36.76750175,137.3442875,
12,E1620600010111,フットボールセンター富山,富山県滑川市高月町129,1,,,36.75790646,137.3223086,
13,E1620600011111,認定こども園たかつき保育園,富山県滑川市高月町72,1,,,36.7573672314493,137.326033632123,
14,E1620600012111,東部小学校,富山県滑川市四ツ屋134,1,,,36.77545884,137.3747164,
15,E1620600013111,滑川コミュニティ防災センター,富山県滑川市四間町690-1,1,,,36.76519984,137.3430761,
16,E1620600014111,滑川市民会館大ホール,富山県滑川市寺家町104,1,,,36.76386235,137.3410854,
17,E1620600015111,寺家小学校,富山県滑川市寺家町98,1,,,36.76547468,137.3406262,
18,E1620600016111,中加積保育園,富山県滑川市小林69,1,,,36.73964921,137.3652971,
19,E1620600018111,希望幼稚園,富山県滑川市上小泉2005,1,,,36.75904211,137.3430116,
20,E1620600019111,滑川市社会福祉センター,富山県滑川市上小泉412-2,1,,,36.76111566,137.3494832,
21,E1620600020111,認定こども園上小泉保育園,富山県滑川市上小泉668,1,,,36.75791315,137.3475299,
22,E1620600021111,児童館,富山県滑川市上小泉800,1,,,36.760995031328,137.3475121878,
23,E1620600022111,西部小学校,富山県滑川市上島471,1,,,36.75094284,137.3492417,
24,E1620600023111,同朋幼稚園,富山県滑川市常盤町630,1,,,36.7687705,137.343459,
25,E1620600024111,地域交流センター「青志会館」,富山県滑川市清水町13-9,1,,,36.76501094,137.3448474,
26,E1620600025111,中加積地区公民館,富山県滑川市赤浜573,1,,,36.73471185,137.3640027,
27,E1620600026121,清寿荘,富山県滑川市赤浜573-1,,,要配慮者,36.7352721838325,137.364017407183,
28,E1620600027111,南部小学校,富山県滑川市赤浜727,1,,,36.736067,137.3683235,
29,E1620600028111,東加積コミュニティセンター（東加積地区公民館）,富山県滑川市大崎野244,1,,,36.74971189,137.3996555,
30,E1620600029111,東加積小学校,富山県滑川市大崎野45,1,,,36.7453655,137.3956495,
31,E1620600030111,幼保連携型きたかづみ認定こども園,富山県滑川市大島新509-1,1,,,36.75954569,137.3752592,
32,E1620600031111,北加積小学校,富山県滑川市中塚425,1,,,36.75873559,137.3755783,
33,E1620600032111,北加積コミュニティ防災センター（北加積地区公民館）,富山県滑川市中塚432,1,,,36.75923003,137.3750627,
