NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E0521400298201,東畑消防車庫前,秋田県にかほ市伊勢居地,,1,1,,1,,,1,,39.236786,139.966415,
2,E0521400002201,上坂会館前広場,秋田県にかほ市伊勢居地字グミノ木森140-3,1,,1,,1,,1,1,,39.214572071809,140.0127737796,
3,E0521400288201,伊勢居地児童遊園地,秋田県にかほ市伊勢居地字谷地25,,1,1,,1,,,,,39.243845,139.965251,
4,E0521400005201,東畑会館前広場,秋田県にかほ市伊勢居地字平太屋敷31,,1,1,,1,,,,,39.236378537536,139.96633058043,
5,E0521400006201,薫風苑,秋田県にかほ市院内字〆カケ114,1,1,1,,1,,1,1,,39.274358348116,139.97252016373,
6,E0521400007202,杉山運動公園,秋田県にかほ市院内字ヒシカタ161,1,1,1,,1,,1,1,,39.2736705693,139.959532282,
7,E0521400009201,仁賀保中学校グラウンド,秋田県にかほ市院内字ヒシカタ261,1,1,1,,1,,1,1,,39.271790681205,139.95684343591,
8,E0521400012201,横根児童遊園地,秋田県にかほ市院内字下横根7-28,1,1,1,,1,,1,1,,39.276895050939,139.96967097251,
9,E0521400013201,さくら団地駐車場,秋田県にかほ市院内字下横根78-3,1,1,1,,1,,1,1,,39.277689795915,139.97017578033,
10,E0521400015201,下坂会館前広場,秋田県にかほ市院内字下坂3,,,1,,1,,,1,1,39.226722737704,140.02530255378,
11,E0521400016201,駐在所広場,秋田県にかほ市院内字城前15-2,,,1,,1,,,1,,39.269175591081,139.97390181471,
12,E0521400018201,院内児童遊園地,秋田県にかほ市院内字城前61,1,,1,,1,,1,1,1,39.269211849357,139.97544704797,
13,E0521400019201,高速杉山緊急避難施設,秋田県にかほ市院内字杉山,1,1,1,,1,,1,1,,39.277642556867,139.96097179626,
14,E0521400022201,釜ヶ台児童遊園地,秋田県にかほ市釜ケ台字中島9-5,1,1,1,,1,,1,1,,39.23892547407,140.03323196956,
15,E0521400023201,家ノ後高台,秋田県にかほ市芹田字家ノ後122-1,1,1,1,,1,,1,,,39.28473802292,139.93204582685,
16,E0521400025201,諏訪神社境内,秋田県にかほ市芹田字中道106,1,1,1,,1,,1,1,,39.2842210288,139.928547707,
17,E0521400026201,芹田児童遊園地,秋田県にかほ市芹田字中道130-1,,1,,,,,,,,39.286773385306,139.92920548322,
18,E0521400289201,塩焚浜高台,秋田県にかほ市金浦字塩焚浜108-1,1,,1,,1,,1,1,,39.25831,139.911841,
19,E0521400028201,岡の谷地グラウンド,秋田県にかほ市金浦字岡の谷地107,,1,,,,,,1,,39.2525475035,139.914939602,
20,E0521400029201,太郎助山団地,秋田県にかほ市金浦字岡の谷地169-25,1,1,1,,1,,1,1,,39.2501137188,139.91825149,
21,E0521400031201,コミュニティ公園,秋田県にかほ市金浦字金浦95-2,1,,1,,1,,1,1,,39.2576470001,139.915752956,
22,E0521400033201,金浦バイパス跨線橋,秋田県にかほ市金浦字高森140-6,1,1,1,,1,,1,1,,39.242659938598,139.91693094757,
23,E0521400034201,にかほ市商工会館前広場,秋田県にかほ市金浦字十二林158-9,1,,,,,,1,1,,39.257068613716,139.91776416053,
24,E0521400035201,十二林児童公園,秋田県にかほ市金浦字十二林223-1,1,1,1,,1,,1,1,,39.25685365,139.91984301,
25,E0521400036201,金浦駅前広場,秋田県にかほ市金浦字十二林83-1,1,1,1,,1,,1,1,,39.256253771276,139.92006572693,
26,E0521400038201,赤石館広場,秋田県にかほ市金浦字赤石31-1,,1,,,,,,1,,39.245292946829,139.91711281223,
27,E0521400040201,金浦中学校グラウンド,秋田県にかほ市金浦字谷地中30-3,1,1,1,,1,,1,1,1,39.251352121403,139.91991015881,
28,E0521400041201,金浦小学校グラウンド,秋田県にかほ市金浦字谷地中9-1,1,1,1,,1,,1,1,,39.251396431976,139.92260309666,
29,E0521400043201,鳥長根児童公園,秋田県にかほ市金浦字鳥長根33-9,1,1,1,,1,,1,1,,39.2587705125,139.924626723,
30,E0521400044201,コミュニティ防災センター,秋田県にかほ市金浦字南金浦12-1,1,1,,,,,1,1,1,39.255610791562,139.9146141851,
31,E0521400045201,太平山,秋田県にかほ市金浦字南金浦188,1,,1,,1,,1,1,,39.2538022654,139.914135686,
32,E0521400046201,金浦公民館広場,秋田県にかほ市金浦字南金浦49-2,1,,1,,1,,1,1,1,39.2555086652,139.917156075,
33,E0521400290201,丸大機工駐車場,秋田県にかほ市金浦字背長森10-1,1,1,1,,1,,1,1,,39.248951,139.923708,
34,E0521400049201,金浦中央公園,秋田県にかほ市金浦字堀切7,1,,1,,1,,1,1,,39.257619904753,139.91757052708,
35,E0521400051201,勢至保育園広場,秋田県にかほ市金浦字木の浦山17-11,1,,1,,1,,1,1,,39.260958947382,139.91807072329,
36,E0521400052201,高速黒川緊急避難施設,秋田県にかほ市黒川,1,1,1,,1,,1,1,,39.272020684167,139.94001918328,
37,E0521400053201,宮田高台,秋田県にかほ市黒川字宮田21-1,1,1,1,,1,,1,,,39.274504051093,139.93356847059,
38,E0521400054201,三嶽神社,秋田県にかほ市黒川字三嶽後12,1,1,1,,1,,1,,,39.275571344565,139.92650228311,
39,E0521400055201,黒川児童遊園地,秋田県にかほ市黒川字三嶽新田242,1,1,1,,1,,1,,,39.2757850251,139.930684063,
40,E0521400059201,三森児童遊園地,秋田県にかほ市三森字午ノ浜110-1,,1,,,,,,,,39.288698913351,139.94020314131,
41,E0521400060201,午ノ浜温泉,秋田県にかほ市三森字午ノ浜144-1,,1,,,,,,,1,39.287143,139.943052,
42,E0521400061201,薬師神社,秋田県にかほ市三森字御堂森1,1,1,1,,1,,1,,,39.2863908,139.937575948,
43,E0521400292201,ヤマト運輸前駐車場,秋田県にかほ市三森字高田26,1,1,1,,1,,1,1,,39.280827,139.938605,
44,E0521400062201,御堂森,秋田県にかほ市三森字水上104-1,1,1,1,,1,,1,,,39.286418244019,139.9407258629,
45,E0521400063201,午ノ浜温泉脇の山,秋田県にかほ市三森字水上174-1,1,1,,,,,1,,,39.2871100762,139.94251947,
46,E0521400066201,古四王森,秋田県にかほ市三森字浜田203-1,1,,1,,1,,1,,,39.288086711582,139.93669547056,
47,E0521400067201,山王森,秋田県にかほ市三森字浜田259-1,1,,1,,1,,1,,,39.2880332674,139.935468694,
48,E0521400069201,寺田児童遊園地,秋田県にかほ市寺田字長瀬町149-1,,1,1,,1,,,,,39.239227963053,139.95629000113,
49,E0521400070201,神明神社,秋田県にかほ市小国字下腰4,1,1,1,,1,,1,1,1,39.2629474415,139.970837773,
50,E0521400071201,院内小学校グラウンド,秋田県にかほ市小国字郷ノ町65-1,1,1,1,,1,,1,1,,39.265890846386,139.97082979183,
51,E0521400074201,上小国公園広場,秋田県にかほ市小国字前田225,1,,1,,1,,1,1,,39.252756478315,139.97666007771,
52,E0521400075201,小国ゲートボール場,秋田県にかほ市小国字道下60,1,1,1,,1,,1,1,,39.265068876793,139.97221278955,
53,E0521400106201,大塩越会館裏山,秋田県にかほ市象潟町,1,1,1,,1,,1,1,,39.222391747658,139.90332974805,
54,E0521400076201,舟岡集会所前,秋田県にかほ市象潟町横岡字堰端7,1,1,1,,1,,1,1,1,39.188344862971,139.96844709121,
55,E0521400078201,水岡自治会館前広場,秋田県にかほ市象潟町横岡字前谷地92,1,1,1,,1,,1,1,,39.19508530677,139.96515636864,
56,E0521400079201,横岡会館前,秋田県にかほ市象潟町横岡字前田56-1,1,,1,,1,,1,,1,39.176599751385,139.97410670957,
57,E0521400082201,大森遊園地,秋田県にかほ市象潟町横岡字大森2-1,1,1,1,,1,,1,1,,39.209981491836,139.96058007246,
58,E0521400084201,水岡広場,秋田県にかほ市象潟町横岡字目貫谷地1-32,1,1,1,,1,,1,1,,39.193172438046,139.96264354248,
59,E0521400085201,市営住宅松ヶ丘広場,秋田県にかほ市象潟町関字建石45-310,1,1,1,,1,,1,1,,39.1951319409,139.910029821,
60,E0521400087201,市営住宅建石広場,秋田県にかほ市象潟町関字建石45-348,1,1,1,,1,,1,1,1,39.194365471441,139.90719236625,
61,E0521400299201,関グラウンド,秋田県にかほ市象潟町関字西大坂1-9,1,1,1,,1,,1,1,,39.181749,139.907421,
62,E0521400091201,まま高台,秋田県にかほ市象潟町関字村の下2-1,1,1,1,,1,,1,1,,39.183953838247,139.90559303058,
63,E0521400093201,鳥屋森運動広場,秋田県にかほ市象潟町関字鳥屋森26-6,1,1,1,,1,,1,1,,39.1934682715,139.914217761,
64,E0521400096201,御不動様神社,秋田県にかほ市象潟町字一丁目塩越44,1,1,1,,1,,1,1,,39.213192357293,139.89589705142,
65,E0521400097201,熊野神社広場,秋田県にかほ市象潟町字一丁目塩越5,1,1,1,,1,,1,1,,39.2133017348,139.897740942,
66,E0521400098201,象潟グラウンド,秋田県にかほ市象潟町字沖ノ田8-1,,1,,,,,,1,,39.2049419339,139.906888727,
67,E0521400100201,九十九島球場,秋田県にかほ市象潟町字屋敷田76,1,1,,,,,1,1,,39.2055707162,139.908422669,
68,E0521400105201,ＪＡ象潟支店駐車場,秋田県にかほ市象潟町字家の後146,1,1,,,,,1,1,,39.205701396425,139.9007512141,
69,E0521400103201,駅前広場,秋田県にかほ市象潟町字家ノ後1-12,,1,,,,,,1,,39.2070723317323,139.901807532747,
70,E0521400108201,稲荷神社,秋田県にかほ市象潟町字狐森28-2,1,1,1,,1,,1,1,,39.201292735861,139.90795877368,
71,E0521400109201,象潟公民館前,秋田県にかほ市象潟町字狐森31-1,1,1,1,,1,,1,1,1,39.202141432388,139.90736744061,
