NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E4721300001201,のびのび公園,沖縄県うるま市みどり町4-9-1,,,,1,1,,,,,26.377034802655,127.85604812643,
2,E4721300002201,ビーバー公園,沖縄県うるま市みどり町5-17-1,,,,1,1,,,,,26.378445569629,127.85288346963,
3,E4721300004201,みどり公園,沖縄県うるま市みどり町6-10-10,,,,1,1,,,,,26.38213244,127.85536204,
4,E4721300005201,さくら公園,沖縄県うるま市みどり町6-9-1,,,,1,1,,,,,26.379947349328,127.85441088596,
5,E4721300006201,安慶名中央公園（城跡）,沖縄県うるま市安慶名1045,,,,1,1,,,,,26.38139601,127.85059275,
6,E4721300008201,安慶名第一公園,沖縄県うるま市安慶名308,,,,1,1,,,,,26.372756278797,127.84977785018,
7,E4721300009201,栄野比公園,沖縄県うるま市栄野比1006-1,,,,1,1,,,,,26.389309279186,127.83368990723,
8,E4721300011201,上平良川公園,沖縄県うるま市喜屋武627-1,,,,1,1,,,,,26.3593826984,127.846209792,
9,E4721300013201,喜仲児童公園,沖縄県うるま市喜仲2-836-3,,,,1,1,,,,,26.355326414633,127.84353249054,
10,E4721300016201,さんかく公園,沖縄県うるま市宮里207-1,,,,1,1,,,,,26.355045,127.833611,
11,E4721300017201,げんき公園,沖縄県うるま市宮里263-2,,,,1,1,,,,,26.355744134426,127.83534376286,
12,E4721300018201,宮里児童公園,沖縄県うるま市宮里330,,,,1,1,,,,,26.353928063451,127.83769242582,
13,E4721300077201,いーしぬめー公園,沖縄県うるま市江洲2102-5,,,,1,1,,,,,26.344816,127.83067,
14,E4721300076201,江洲中央公園,沖縄県うるま市江洲2113-9,,,,1,1,,,,,26.346816,127.830493,
15,E4721300078201,なかばる公園,沖縄県うるま市江洲2149-9,,,,1,1,,,,,26.348730573829,127.82816462041,
16,E4721300024201,昆布公園,沖縄県うるま市昆布1832-354,,,,1,1,,,,,26.398078144777,127.84119144245,
17,E4721300027201,津堅公園,沖縄県うるま市勝連津堅1542,,,,1,1,,,,,26.250169659413,127.93821129463,
18,E4721300029201,内間公園,沖縄県うるま市勝連内間937,,,,1,1,,,,,26.318307916924,127.90064970434,
19,E4721300031201,南風原第二公園,沖縄県うるま市勝連南風原4212,,,,1,1,,,,,26.334331680609,127.8816474816,
20,E4721300034201,平安名第二公園,沖縄県うるま市勝連平安名345-2,,,,1,1,,,,,26.318618741612,127.89910074233,
21,E4721300035201,平安名公園,沖縄県うるま市勝連平安名529-1,,,,1,1,,,,,26.319421734172,127.89663311004,
22,E4721300036201,平敷屋公園（タキノー）,沖縄県うるま市勝連平敷屋3472,,,,1,1,,,,,26.305904632186,127.91124621325,
23,E4721300038201,西原第一公園,沖縄県うるま市西原126,,,,1,1,,,,,26.375795187509,127.84762989899,
24,E4721300040201,石川青少年の家,沖縄県うるま市石川3491-2,,,,1,1,,,,,26.443165,127.834956,
25,E4721300079201,前原西公園,沖縄県うるま市石川山城1709-1,,,,1,1,,,,,26.410724,127.820531,
26,E4721300043201,さくらんぼ公園,沖縄県うるま市石川山城1714,,,,1,1,,,,,26.413861760288,127.81871020478,
27,E4721300045201,長佐久公園,沖縄県うるま市石川曙2-2771,,,,1,1,,,,,26.41665491,127.82756737,
28,E4721300046201,あけぼの公園,沖縄県うるま市石川曙2-2838,,,,1,1,,,,,26.4194241117,127.827051851,
29,E4721300047201,東恩納公園,沖縄県うるま市石川東恩納480-2,,,,1,1,,,,,26.409454106065,127.82941347699,
30,E4721300048201,前原公園,沖縄県うるま市石川東恩納957-4,,,,1,1,,,,,26.410851870619,127.82352977422,
31,E4721300049201,わかば公園,沖縄県うるま市石川東恩納975-2,,,,1,1,,,,,26.408767404062,127.82371368224,
