NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E1021200001201,笠懸東小学校,群馬県みどり市笠懸町阿左美1010,1,1,,1,,1,1,,1,36.38483182499,139.30806217494,
2,E1021200002201,笠懸町第３区公民館,群馬県みどり市笠懸町阿左美1428-6,1,1,,1,,1,1,,1,36.38957058707,139.30046788492,
3,E1021200003201,笠懸公民館,群馬県みどり市笠懸町阿左美1581-1,1,1,,1,,1,1,,1,36.390177480787,139.2906774078,
4,E1021200004201,みどり市民体育館,群馬県みどり市笠懸町阿左美1714-2,1,1,,1,,1,1,,1,36.392526563311,139.29024729093,
5,E1021200005201,笠懸グラウンド,群馬県みどり市笠懸町阿左美1719-1,,,,1,,1,,,,36.393410834947,139.29147428685,
6,E1021200006201,笠懸町第４区公民館,群馬県みどり市笠懸町阿左美2220-1,1,1,,,,1,1,,1,36.402835727457,139.29437423146,
7,E1021200007201,関東開発株式会社桐生競艇場,群馬県みどり市笠懸町阿左美2887,1,1,,1,,1,1,,1,36.396972254753,139.30811535257,
8,E1021200008201,笠懸町第１区公民館,群馬県みどり市笠懸町阿左美3196-6,1,1,,1,,1,1,,1,36.390812567825,139.31329858907,
9,E1021200009201,笠懸町第５区公民館,群馬県みどり市笠懸町阿左美3631-1,1,1,,1,,1,1,,1,36.40072987418,139.28873322253,
10,E1021200010201,笠懸北小学校,群馬県みどり市笠懸町阿左美3730,1,1,,1,,1,1,,1,36.404871359303,139.29101113651,
11,E1021200011201,笠懸第１保育園,群馬県みどり市笠懸町阿左美3740,1,1,,1,,1,1,,1,36.40386535066,139.29152647631,
12,E1021200012201,笠懸町第２区公民館,群馬県みどり市笠懸町阿左美410,1,1,,1,,1,1,,1,36.381739463198,139.29927822811,
13,E1021200013201,学校法人桐丘学園桐生大学,群馬県みどり市笠懸町阿左美606-7,1,1,,1,,1,1,,1,36.378618779604,139.29634045499,
14,E1021200014201,笠懸南中学校,群馬県みどり市笠懸町阿左美829,1,1,,1,,1,1,,1,36.388734547344,139.2929248328,
15,E1021200015201,笠懸町第６区公民館,群馬県みどり市笠懸町久宮325-9,1,1,,1,,1,1,,1,36.375480058226,139.28324859596,
16,E1021200016201,笠懸町第８区公民館,群馬県みどり市笠懸町鹿2693,1,1,,1,,1,1,,1,36.400628988993,139.27161913361,
