NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E2220800001111,宇佐美中学校（体育館）,静岡県伊東市宇佐美1537-1,1,,,35.006654,139.078118,
2,E2220800002111,宇佐美幼稚園,静岡県伊東市宇佐美1602-2,,,,35.007831,139.079679,
3,E2220800003111,宇佐美小学校（体育館）,静岡県伊東市宇佐美1627-1,1,,,35.008321,139.080516,
4,E2220800004111,宇佐美コミュニティセンター,静岡県伊東市宇佐美1645-6,,,,35.006906,139.081833,
5,E2220800005121,特別養護老人ホーム　うさみの園,静岡県伊東市宇佐美2403-1,,,要配慮者,35.001099,139.065989,
6,E2220800007111,宇佐美保育園,静岡県伊東市宇佐美610-20,,,,35.011469,139.080112,
7,E2220800008111,旧旭小学校,静岡県伊東市岡1270-1,,,,34.958726,139.092605,
8,E2220800009111,伊東競輪場,静岡県伊東市岡1280,,,,34.954678,139.092752,
9,E2220800010111,鎌田幼稚園,静岡県伊東市岡66-1,,,,34.952124,139.08933,
10,E2220800011111,荻幼稚園,静岡県伊東市荻18-1,,,,34.932563,139.091067,
11,E2220800012111,生涯学習センター荻会館,静岡県伊東市荻226-1,,,,34.936679,139.091358,
12,E2220800013121,障害者支援施設　碧の園,静岡県伊東市荻578-3,,,要配慮者,34.931007,139.098722,
13,E2220800014111,荻区民会館,静岡県伊東市荻597-6,,,,34.935298,139.08921,
14,E2220800015121,特別養護老人ホーム　奥野苑,静岡県伊東市荻772-1,,,要配慮者,34.937121,139.074302,
15,E2220800016111,生涯学習センター中央会館,静岡県伊東市音無町5-14,,,,34.9658,139.095567,
16,E2220800017111,門野中学校（体育館）,静岡県伊東市鎌田1281-63,1,,,34.944532,139.087291,
17,E2220800018111,鎌田消防会館,静岡県伊東市鎌田752-2,,,,34.953216,139.086099,
18,E2220800020111,千歳会館,静岡県伊東市吉田231-1,,,,34.93291,139.120344,
19,E2220800021111,吉田幼稚園,静岡県伊東市吉田452,,,,34.933706,139.117568,
20,E2220800022111,吉田区民会館,静岡県伊東市吉田571-1,,,,34.934856,139.119589,
21,E2220800023111,伊豆伊東高校（体育館）,静岡県伊東市吉田748-1,1,,,34.945164,139.117418,
22,E2220800082121,特別養護老人ホーム伊豆の瞳,静岡県伊東市吉田821-19,,,要配慮者,34.9327695389637,139.10759528668,
23,E2220800082122,特別養護老人ホーム伊豆の瞳プラス,静岡県伊東市吉田821-19,,,要配慮者,34.932684879703,139.107737443762,
24,E2220800024111,大池小学校（体育館）,静岡県伊東市吉田824-4,1,,,34.932937,139.106662,
25,E2220800025111,養護老人ホーム,静岡県伊東市吉田825-1,,,,34.933125,139.104707,
26,E2220800026111,鎌田会館,静岡県伊東市宮川町1-2-16,,,,34.955302,139.086555,
27,E2220800027111,伊東市民体育センター,静岡県伊東市玖須美元和田716-115,1,,,34.951818221986,139.11270990674,
28,E2220800028111,さくら園,静岡県伊東市玖須美元和田716-509,,,,34.953155,139.111048,
29,E2220800028112,富士見保育園,静岡県伊東市玖須美元和田716-509,,,,34.953155,139.111048,
30,E2220800029111,南小学校（体育館）,静岡県伊東市玖須美元和田716-87,1,,,34.951899777995,139.11320381349,
31,E2220800030112,南中学校（体育館）,静岡県伊東市玖須美元和田729-1,1,,,34.954067,139.106756,
32,E2220800030111,南幼稚園富士見分園,静岡県伊東市玖須美元和田729-1,1,,,34.953318,139.10708,
33,E2220800031111,旧西小学校（体育館）,静岡県伊東市幸町1-5,1,,,34.968376,139.093028,
34,E2220800032111,広野保育園,静岡県伊東市広野3-3-28,,,,34.959582,139.09102,
35,E2220800033112,伊東幼稚園,静岡県伊東市桜木町1-1-17,,,,34.967150584151,139.09447782209,
36,E2220800033111,生涯学習センターひぐらし会館,静岡県伊東市桜木町1-1-17,,,,34.967084247526,139.09432362699,
37,E2220800034111,岡温泉会館,静岡県伊東市桜木町2-2-16,,,,34.965954,139.09312,
38,E2220800035111,玖須美温泉会館,静岡県伊東市芝町2-3,,,,34.968578,139.104637,
39,E2220800036111,十足延命館,静岡県伊東市十足536-1,1,,,34.91787,139.089689,
40,E2220800037111,十足公民館,静岡県伊東市十足595-1,,,,34.919214,139.092666,
41,E2220800038111,観光会館別館,静岡県伊東市渚町6-16,,,,34.971755,139.101726,
42,E2220800039111,伊東市児童・身体障害者福祉センター（はばたき）,静岡県伊東市松原622-12,,,,34.974113,139.091294,
43,E2220800040111,松原消防会館,静岡県伊東市松原本町11-10,,,,34.973294,139.096645,
44,E2220800041111,松原温泉会館,静岡県伊東市松原本町13-3,,,,34.972932,139.09627,
45,E2220800042111,伊東ふれあいセンター,静岡県伊東市松川町5-10,,,,34.971071,139.095248,
46,E2220800043111,竹の台幼稚園新井分園（閉園中）,静岡県伊東市新井1-131-3,,,,34.968641,139.107971,
47,E2220800044111,新井区民会館,静岡県伊東市新井1-9-10,,,,34.970125,139.107731,
48,E2220800045111,生涯学習センター赤沢会館,静岡県伊東市赤沢60-1,,,,34.860061,139.086903,
49,E2220800046111,旧川奈小学校（体育館）,静岡県伊東市川奈1083-1,1,,,34.953142,139.127502,
50,E2220800047111,南幼稚園,静岡県伊東市川奈1190-3,,,,34.947346,139.125419,
51,E2220800048111,小室コミュニティセンター,静岡県伊東市川奈1322-2,,,,34.952007,139.126489,
52,E2220800049111,川奈幼稚園,静岡県伊東市川奈878-1,,,,34.950753,139.132174,
53,E2220800050111,川奈消防会館,静岡県伊東市川奈939-1,,,,34.951945,139.132341,
54,E2220800052111,市役所,静岡県伊東市大原2-1-1,,,,34.965612,139.102081,
55,E2220800053112,伊東小学校（体育館）,静岡県伊東市大原2-2-6,1,,,34.964867019204,139.10278990675,
56,E2220800053111,大原武道場,静岡県伊東市大原2-2-6,1,,,34.964966526979,139.10277563558,
57,E2220800054111,池幼稚園,静岡県伊東市池469-4,,,,34.893574,139.085404,
58,E2220800055111,生涯学習センター池会館,静岡県伊東市池475-2,,,,34.893262,139.085789,
59,E2220800056111,池小学校（体育館）,静岡県伊東市池477-2,1,,,34.892083,139.085306,
60,E2220800057111,竹の台幼稚園,静岡県伊東市竹の台3-11,,,,34.96771,139.099287,
61,E2220800058111,和田湯会館,静岡県伊東市竹の内2-7-24,,,,34.968838,139.098611,
62,E2220800059111,伊東幼稚園湯川分園,静岡県伊東市湯川2-11-23,,,,34.974072,139.095477,
63,E2220800060111,湯川区民会館,静岡県伊東市湯川2-2-2,,,,34.974478,139.0961,
64,E2220800062111,北中学校（体育館）,静岡県伊東市湯川360-1,1,,,34.977287,139.087858,
65,E2220800063111,本郷会館,静岡県伊東市湯田町1-1,,,,34.964814,139.096579,
66,E2220800065121,介護付有料老人ホーム　伊豆高原ゆうゆうの里,静岡県伊東市八幡野1027,,,,34.8745456934307,139.113590941764,
67,E2220800064121,特別養護老人ホーム　伊豆高原十字の園,静岡県伊東市八幡野1028-4,,,要配慮者,34.875277,139.116501,
68,E2220800066111,旧伊東高校城ヶ崎分校（体育館）,静岡県伊東市八幡野1120,1,,,34.8868,139.114569,
69,E2220800067111,対島中学校（体育館）,静岡県伊東市八幡野1128-3,1,,,34.884827,139.111257,
70,E2220800068111,八幡野コミュニティセンター,静岡県伊東市八幡野1189-172,,,,34.875669,139.10382,
71,E2220800069111,八幡野幼稚園,静岡県伊東市八幡野1189-55,,,,34.875923,139.104217,
72,E2220800070111,八幡野小学校（体育館）,静岡県伊東市八幡野976-1,1,,,34.873626,139.104406,
73,E2220800071111,富戸小学校（体育館）,静岡県伊東市富戸1203-1,1,,,34.910828,139.135102,
74,E2220800072121,特別養護老人ホーム　城ヶ崎いこいの園,静岡県伊東市富戸1219-5,,,要配慮者,34.913497,139.136392,
75,E2220800073121,埼玉県社会福祉保養施設　伊豆潮風館,静岡県伊東市富戸1317-89,,,要配慮者,34.901859,139.116514,
76,E2220800074111,富戸コミュニティセンター,静岡県伊東市富戸594,,,,34.908609,139.13423,
77,E2220800074112,富戸幼稚園,静岡県伊東市富戸594,,,,34.908246,139.133905,
78,E2220800083111,老人憩いの家城ヶ崎荘,静岡県伊東市富戸911-115,,,,34.889903,139.125972,
79,E2220800077111,観光会館,静岡県伊東市和田1-16-1,,,,34.971284,139.102415,
80,E2220800078111,玖須美児童館,静岡県伊東市和田1-4-10,,,,34.968828,139.100403,
81,E2220800079111,玖須美消防会館,静岡県伊東市和田2-1-1,,,,34.968316,139.100206,
82,E2220800080111,玖須美保育園,静岡県伊東市和田2-1-28,,,,34.968091,139.1015,
83,E2222500001111,下畑公民館,静岡県伊豆の国市下畑164,1,,,35.0058776423472,138.979094173954,
84,E2222500002111,野外活動センター（旧大仁東小学校）,静岡県伊豆の国市下畑1926-2,1,,,35.0100765777987,138.991049369675,
85,E2222500003111,花坂公民館,静岡県伊豆の国市花坂113-1,1,,,35.0383721298239,138.91647967454,
86,E2222500004111,吉田公民館,静岡県伊豆の国市吉田580,1,,,35.000237399732,138.941724717461,
87,E2222500005111,富士美幼稚園,静岡県伊豆の国市原木1343,1,,,35.065085893848,138.949222961426,
88,E2222500006111,原木公民館,静岡県伊豆の国市原木804-1,1,,,35.0623987247473,138.941436150933,
89,E2222500008111,長岡総合会館（アクシスかつらぎ）,静岡県伊豆の国市古奈255,1,,,35.0348950002106,138.93812578482,
90,E2222500009111,古奈公民館,静岡県伊豆の国市古奈270,1,,,35.0346695466703,138.937876900085,
91,E2222500011111,戸沢公民館,静岡県伊豆の国市戸沢43-1,1,,,35.0280541105523,138.914553761886,
92,E2222500012111,御門防災センター,静岡県伊豆の国市御門32-1,1,,,35.0171592418635,138.94386846903,
93,E2222500013111,大仁中学校,静岡県伊豆の国市三福1276-3,1,,,35.0004664218751,138.948209179183,
94,E2222500087111,大仁小学校,静岡県伊豆の国市三福325,1,,,35.008053,138.947769,
95,E2222500015111,三福公民館,静岡県伊豆の国市三福675,1,,,35.0054262889675,138.948705403938,
96,E2222500016111,ひまわり保育園,静岡県伊豆の国市三福934-1,1,,,35.0023101905659,138.945959511598,
97,E2222500017111,松並公民館,静岡県伊豆の国市四日町184-1,1,,,35.0551114333127,138.953325785098,
98,E2222500018111,韮山小学校,静岡県伊豆の国市四日町350-1,1,,,35.0557098242042,138.947772263953,
99,E2222500019111,四日町公民館,静岡県伊豆の国市四日町652-2,1,,,35.0538122773508,138.94303963006,
100,E2222500020111,寺家区公民館,静岡県伊豆の国市寺家112,1,,,35.0467015976268,138.941667954122,
101,E2222500089111,静岡県立伊豆の国特別支援学校,静岡県伊豆の国市寺家235,1,,,35.048705,138.944564,
102,E2222500021111,県立東部特別支援学校,静岡県伊豆の国市寺家246-1,1,,,35.047599,138.944788,
103,E2222500022111,県立伊豆中央高等学校,静岡県伊豆の国市寺家970-1,1,,,35.042507464846,138.937348242169,
104,E2222500023111,大仁北小学校,静岡県伊豆の国市守木312-1,1,,,35.018032290563,138.948330802772,
105,E2222500024111,守木公民館,静岡県伊豆の国市守木76-2,1,,,35.0202280036812,138.948288613135,
106,E2222500025111,星和公民館,静岡県伊豆の国市宗光寺650-9,1,,,35.0284258558304,138.952010666641,
107,E2222500026111,宗光寺公民館,静岡県伊豆の国市宗光寺72-1,1,,,35.0265773982009,138.952763042738,
108,E2222500090111,小坂公民館,静岡県伊豆の国市小坂378,1,,,35.021922,138.933006,
109,E2222500028111,神島集会センター,静岡県伊豆の国市神島１１２－１地先,1,,,35.0105832784547,138.936239697303,
110,E2222500030111,大仁公民館,静岡県伊豆の国市大仁268-2,1,,,34.9938174912048,138.939923332218,
111,E2222500031111,市民交流センター（旧大仁高校作法室）,静岡県伊豆の国市大仁334,1,,,34.9972751194098,138.940561633745,
