NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E4351400005201,上小学校体育館,熊本県あさぎり町上南2370,1,1,,1,,,1,,,32.210032,130.905836,
2,E4351400006201,あさぎり町ヘルシーランド,熊本県あさぎり町上北1874,,1,,1,,,,,,32.21730507,130.9004517,
3,E4351400007201,白寿荘,熊本県あさぎり町上北1880,1,1,,,,,1,,,32.217645,130.901461,
4,E4351400008201,あさぎり中学校体育館,熊本県あさぎり町上北2144,1,1,,1,,,1,,,32.222232,130.907059,
5,E4351400010201,せきれい館,熊本県あさぎり町深田西955-1,,,,1,,,,,,32.243893,130.873084,
6,E4351400016201,あさぎり町総合福祉センター,熊本県あさぎり町免田東1190-2,1,1,,,,,1,,,32.240926,130.897843,
7,E4351400017201,ポッポー館,熊本県あさぎり町免田東1482-2,1,1,,1,,,1,,,32.236425,130.894197,
8,E4321400001201,荻の草公民館,熊本県阿蘇市一の宮町荻の草438,1,,,,,,,1,1,33.029646,131.15126,
9,E4321400002201,一の宮農業構造改善センター,熊本県阿蘇市一の宮町宮地1288,1,1,,1,,,,1,1,32.937754,131.125423,
10,E4321400003201,一の宮中学校体育館,熊本県阿蘇市一の宮町宮地1669-2,,1,,1,,1,,1,1,32.950866,131.123373,
11,E4321400004201,一の宮小学校体育館,熊本県阿蘇市一の宮町宮地1680,,1,,1,,1,,1,1,32.949404516997,131.12198113005,
12,E4321400005201,一の宮体育館,熊本県阿蘇市一の宮町宮地2318-1,1,1,,,,,,1,1,32.939126,131.115569,
13,E4321400006201,阿蘇中央高校阿蘇清峰校舎体育館,熊本県阿蘇市一の宮町宮地4131,1,1,,1,,,,1,1,32.953143,131.099924,
14,E4321400007201,一の宮運動公園,熊本県阿蘇市一の宮町宮地4796-1,1,1,,1,,1,,1,,32.932860637839,131.1201960992,
15,E4321400009201,国立阿蘇青少年交流の家,熊本県阿蘇市一の宮町宮地6029-1,1,1,,1,,1,,1,1,32.918619887656,131.10965511905,
16,E4321400010201,坂梨体育館,熊本県阿蘇市一の宮町坂梨3028,1,1,,1,,,,1,1,32.93691,131.131149,
17,E4321400011201,坂梨公民館,熊本県阿蘇市一の宮町坂梨846-1,1,1,,1,,,,1,1,32.937207,131.13733,
18,E4321400012201,中通体育館,熊本県阿蘇市一の宮町中通1521,1,1,,1,,1,,1,1,32.964277,131.11159,
19,E4321400013201,中通公民館,熊本県阿蘇市一の宮町中通1646-4,1,1,,1,,1,,1,1,32.96379,131.113299,
20,E4321400014201,古城体育館,熊本県阿蘇市一の宮町中通2177,,1,,1,,1,,1,1,32.970176,131.128874,
21,E4321400015201,永草公民館,熊本県阿蘇市永草2685,1,1,,1,,,,1,1,32.937479,131.024988,
22,E4321400016201,乙姫体育館,熊本県阿蘇市乙姫1612,1,1,,1,,1,,1,1,32.94018,131.040974,
23,E4321400050201,コスギリゾート,熊本県阿蘇市乙姫2052,1,,,1,,,,,,32.93406,131.0406,
24,E4321400052201,阿蘇郡市医師会,熊本県阿蘇市黒川1178,1,1,,1,,,,1,1,32.9300953,131.0801711,
25,E4321400018201,道の駅「阿蘇」,熊本県阿蘇市黒川1440-1,1,1,,1,,1,,1,,32.936433726709,131.08097555953,
26,E4321400019201,阿蘇駅前噴水広場,熊本県阿蘇市黒川1444-1,1,1,,1,,1,,1,,32.936558,131.079917,
27,E4321400020201,農村公園あぴか,熊本県阿蘇市黒川656,,1,,1,,1,,1,,32.953999491409,131.06248335582,
28,E4321400021201,今町公民館,熊本県阿蘇市今町52-1,,1,,1,,,,1,1,32.97024,131.072075,
29,E4321400022201,鷲の石公民館,熊本県阿蘇市山田1632-3,,,,,,1,,1,1,32.973881,131.100525,
30,E4321400023201,旧ＪＡ阿蘇尾ケ石支所,熊本県阿蘇市狩尾1456-1,1,,,1,,1,,1,1,32.946048589405,131.00900501387,
31,E4321400024201,狩尾１区公民館,熊本県阿蘇市狩尾503-4,1,1,,,,,,1,1,32.956657480622,131.03547158894,
32,E4321400025201,尾ケ石東部体育館,熊本県阿蘇市狩尾675,,1,,1,,1,,1,1,32.952255,131.019001,
33,E4321400026201,狩尾２区公民館,熊本県阿蘇市狩尾682-5,,1,,,,1,,1,1,32.951618,131.019441,
34,E4321400027201,山田体育館,熊本県阿蘇市小野田567-2,1,1,,1,,1,,1,1,32.96996,131.089168,
35,E4321400028201,阿蘇草原保全活動センター,熊本県阿蘇市小里656-1,,1,,1,,1,,1,,32.975824967297,131.05268135848,
36,E4321400029201,はな阿蘇美,熊本県阿蘇市小里781,,1,,,,1,,1,,32.976041,131.051049,
37,E4321400030201,旧深葉分校（校舎）,熊本県阿蘇市西湯浦1464-87,1,1,,,,,,1,1,33.007824,130.975973,
38,E4321400031201,赤水公民館,熊本県阿蘇市赤水920-16,1,1,,1,,,,1,1,32.917735,130.995528,
39,E4321400032201,跡ケ瀬公民館,熊本県阿蘇市跡ケ瀬165-4,,1,,1,,,,1,1,32.933975,131.005212,
40,E4321400033201,阿蘇西小学校体育館,熊本県阿蘇市的石1494,1,1,,1,,1,,1,1,32.927342,131.001526,
41,E4321400034201,旧尾ケ石西部小学校跡,熊本県阿蘇市的石885-1,,,,1,,1,,1,,32.934096,130.993434,
42,E4321400035201,阿蘇内牧ファミリーパークあそ☆ビバ,熊本県阿蘇市内牧261-1,,1,,,,1,,1,,32.976063969046,131.04257032143,
43,E4321400036201,阿蘇体育館（武道場含む）,熊本県阿蘇市内牧267,1,1,,1,,,,1,1,32.976753,131.039857,
44,E4321400037201,阿蘇中学校体育館,熊本県阿蘇市内牧609,,1,,1,,1,,1,1,32.968051,131.037404,
45,E4321400038201,農村環境改善センター,熊本県阿蘇市内牧976-2,,1,,1,,1,,1,1,32.970303,131.0427,
46,E4321400039201,波野グラウンド,熊本県阿蘇市波野大字小園882,1,1,,1,,1,,1,,32.954728837191,131.21995418518,
47,E4321400041201,道の駅「波野」神楽苑,熊本県阿蘇市波野大字小地野1602,1,1,,1,,,,1,1,32.959886,131.19726,
48,E4321400041202,道の駅「波野」神楽苑（駐車場）,熊本県阿蘇市波野大字小地野1602,1,1,,1,,1,,1,1,32.95974,131.197442,
49,E4321400042201,やすらぎ交流館,熊本県阿蘇市波野大字小地野663-1,1,1,,1,,1,,1,1,32.956444,131.218939,
50,E4321400043201,郷土芸能伝承館,熊本県阿蘇市波野大字波野1502-4,1,1,,1,,,,1,1,32.916142,131.179846,
51,E4321400044201,波野保健福祉センター,熊本県阿蘇市波野大字波野2703,1,1,,1,,1,,1,1,32.933314,131.231057,
52,E4321400045201,波野体育館,熊本県阿蘇市波野大字波野2709-1,1,,,,,,,1,1,32.932915,131.230583,
53,E4321400046201,波野小学校体育館,熊本県阿蘇市波野大字波野3742-1,1,,,1,,,,1,1,32.940383,131.201136,
54,E4321400047201,波野中学校体育館,熊本県阿蘇市波野大字波野3748,1,,,1,,,,1,1,32.940328,131.200703,
55,E4321400048201,農村婦人の家,熊本県阿蘇市波野大字波野872-5,1,1,,,,1,,1,1,32.908272708639,131.17944364285,
56,E4321400049201,阿蘇市コミュニティセンター,熊本県阿蘇市役犬原324-1,1,1,,1,,1,,1,1,32.949991,131.095238,
57,E4348200001201,下井牟田地区ふれあいセンター,熊本県芦北町井牟田1234,1,1,1,1,,1,1,1,1,32.395117,130.521914,
58,E4348200002201,上田浦地区社会教育センター,熊本県芦北町井牟田1800,1,1,1,1,,1,1,1,1,32.391487,130.517623,
59,E4348200003201,上井牟田地区ふれあいセンター,熊本県芦北町井牟田601-1,1,1,1,1,,1,1,1,1,32.399131,130.526693,
60,E4348200004201,海浦地区公民館,熊本県芦北町海浦1196-1,,,,,,1,,1,1,32.329791,130.484948,
61,E4348200005201,旧芦北幼稚園,熊本県芦北町海浦1315,1,1,1,1,,1,1,1,1,32.327126805323,130.48206197487,
62,E4348200006201,小田浦福祉センター,熊本県芦北町小田浦1610-25,1,1,1,1,,1,1,1,1,32.347271,130.502273,
63,E4348200007201,小田浦地区生涯学習センター（校舎）,熊本県芦北町小田浦3339,1,1,1,1,,1,1,1,1,32.346903,130.500402,
64,E4348200008201,宮浦地区ふれあいセンター,熊本県芦北町小田浦781-2,1,1,1,1,,1,1,1,1,32.350015,130.506166,
65,E4348200009201,女島活力推進センターゆめもやい,熊本県芦北町大字770-14,1,1,1,1,,1,1,1,1,32.287126,130.475644,
66,E4348200010201,芦北町役場,熊本県芦北町大字芦北2015-1,,,,,1,,,,,32.29902,130.493116,
67,E4348200011201,県立芦北高等学校,熊本県芦北町大字乙千屋20-2,1,1,1,1,,1,1,1,1,32.307254,130.50707,
68,E4348200043201,花岡高台,熊本県芦北町大字花岡1010-2,1,1,1,1,1,1,1,1,,32.297599,130.510154,
69,E4348200012201,芦北町地域資源活用総合交流促進施設,熊本県芦北町大字花岡1705-1,1,1,1,1,,1,1,1,1,32.301085,130.50037,
70,E4348200012202,芦北町民総合センター,熊本県芦北町大字花岡1705-1,1,1,1,1,1,1,1,1,1,32.301695,130.500471,
71,E4348200013201,佐敷中学校（校舎、体育館）,熊本県芦北町大字花岡496-2,1,1,,1,,1,1,1,1,32.299272,130.505829,
72,E4348200014201,丸米地区生涯学習センター（体育館）,熊本県芦北町大字丸山305-2,1,1,,1,,1,1,1,1,32.249376,130.529868,
73,E4348200015201,吉尾体育館,熊本県芦北町大字吉尾51,1,1,,1,,1,1,1,1,32.33231422,130.5950857,
74,E4348200016201,吉尾出張所,熊本県芦北町大字吉尾523-2,1,1,,1,,1,1,1,1,32.32892,130.58455,
75,E4348200017201,旧計石小学校（校舎、体育館）,熊本県芦北町大字計石2963,,,1,,,1,,1,1,32.301672,130.478385,
76,E4348200018201,古石地区生涯学習センターみどりの里,熊本県芦北町大字古石391-2,1,1,,1,,1,1,1,1,32.216296,130.509641,
77,E4348200019201,佐敷城跡,熊本県芦北町大字佐敷49-2,,,,,1,,,,,32.303069,130.502639,
78,E4348200020201,大野小学校（校舎、体育館）,熊本県芦北町大字市野瀬1119,1,1,,1,,1,1,1,1,32.264091,130.56462,
79,E4348200021201,沖農村公園,熊本県芦北町大字女島3413,,,,,1,,,,,32.29153445,130.4678408,
80,E4348200022201,大岩公民館,熊本県芦北町大字大岩4495,1,,,1,,1,1,1,1,32.34695565,130.5799428,
81,E4348200023201,内野小学校（校舎、体育館）,熊本県芦北町大字大川内602,1,1,,1,,1,1,1,1,32.245805,130.513912,
82,E4348200024201,大尼田地区生涯学習センター（校舎、体育館）,熊本県芦北町大字大尼田1645,1,1,,1,,1,1,1,1,32.321858,130.550939,
83,E4348200025201,大野地区構造改善センター,熊本県芦北町大字大野51-8,1,1,,1,,1,1,1,1,32.26041312,130.5632351,
84,E4348200026201,県立あしきた青少年の家,熊本県芦北町大字鶴木山,1,1,1,1,1,1,1,1,1,32.3196482,130.4694811,
85,E4348200027201,芦北海浜総合公園,熊本県芦北町大字鶴木山1400,,,,,1,,,,,32.320269,130.471999,
86,E4348200028201,町立公民館大野分館,熊本県芦北町大字天月1344-2,1,1,,1,,1,1,1,1,32.291067,130.582952,
87,E4348200029201,黒崎霊園,熊本県芦北町大字田浦町428-2,,,,,1,,,,,32.36202,130.501396,
88,E4348200030201,田浦支所（２階）,熊本県芦北町大字田浦町653,,,,,1,,,,,32.36389,130.5081,
89,E4348200031201,湯浦小学校（校舎、体育館）,熊本県芦北町大字湯浦1396,1,1,,1,1,1,1,1,1,32.269579,130.498556,
90,E4348200032201,きずなの里,熊本県芦北町大字湯浦1439-1,1,1,1,1,,1,1,1,1,32.271827,130.499615,
91,E4348200033201,芦北町多目的研修センター,熊本県芦北町大字湯浦208,1,1,,1,,1,1,1,1,32.272686,130.500458,
