NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E3130200002201,小田地区社会体育施設体育館,鳥取県岩美町大字院内290-3,1,1,,,,,,,1,35.5300956633466,134.340431371867,
2,E3130200003201,岩美町民体育館,鳥取県岩美町大字浦富1041,,1,,1,1,,,,,35.5759525995643,134.334315388016,
3,E3130200005201,岩美中学校校庭,鳥取県岩美町大字浦富707,1,,,1,1,,,,,35.5741529148055,134.330485078813,
4,E3130200005202,岩美中学校体育館,鳥取県岩美町大字浦富707,1,,,1,1,,,,,35.5743579859141,134.3297072382,
5,E3130200007201,蒲生地区社会体育施設体育館,鳥取県岩美町大字蒲生2413,,1,,,,,,,,35.5259192752526,134.396532166934,
6,E3130200008201,蒲生地区社会体育施設運動場,鳥取県岩美町大字蒲生2413-1,,1,,1,,,,,,35.5256223971546,134.396891582942,
7,E3130200009201,岩井地区社会体育施設運動場,鳥取県岩美町大字岩井138,1,,,1,,,,,,35.5571115477027,134.368551362488,
8,E3130200009202,岩井地区社会体育施設体育館,鳥取県岩美町大字岩井138,1,,,,,,,,,35.5569675306666,134.369817365144,
9,E3130200010201,岩美町文化センター,鳥取県岩美町大字新井13-1,1,,,1,1,,,,,35.5643452184135,134.336042797759,
10,E3130200011201,道の駅きなんせ岩美,鳥取県岩美町大字新井337-4,,1,,1,1,,,,,35.5676831171871,134.325665575857,
11,E3130200014201,大岩交流センター,鳥取県岩美町大字大谷2410,1,1,,1,1,,,,,35.5776373473647,134.300020029649,
12,E3130200015202,田後地区社会体育施設運動場,鳥取県岩美町大字田後159,1,,,1,1,,,,,35.5909027148799,134.3120669514,
13,E3130200015201,田後コミュニティセンター,鳥取県岩美町大字田後159,1,,,1,1,,,,,35.5905275554997,134.312029400474,
14,E3130200015203,田後地区社会体育施設体育館,鳥取県岩美町大字田後159,1,,,,,,,,,35.5907762078437,134.312549749027,
15,E3130200016201,網代コミュニティセンター,鳥取県岩美町大字網代224,1,,,1,1,,,,,35.5863100248183,134.295686255226,
16,E3130200016202,網代地区社会体育施設運動場,鳥取県岩美町大字網代224,1,,,1,1,,,,,35.5862271361658,134.296093950991,
17,E3130200016203,網代地区社会体育施設体育館,鳥取県岩美町大字網代224,1,,,,,,,,,35.5865761404382,134.296405087242,
18,E3130200017201,東コミュニティセンター,鳥取県岩美町大字陸上33,1,,,1,1,,,,,35.6000053344021,134.360610085406,
19,E3130200017202,東地区社会体育施設運動場,鳥取県岩美町大字陸上33,1,,,1,1,,,,,35.5999202790205,134.359561341667,
20,E3130200017203,東地区社会体育施設体育館,鳥取県岩美町大字陸上33,1,,,,,,,,,35.5999595353611,134.360312360194,
21,E3120400001201,県営住宅渡団地１、２,鳥取県境港市1363-2,,,,,1,,,,,35.517735,133.214614,
22,E3120400002201,共和水産（株）　３階、４階,鳥取県境港市栄町65,,,,,1,,,,,35.54699026,133.2273264,
23,E3120400003202,台場公園,鳥取県境港市花町10,,,,1,,1,,,,35.54671599,133.2423377,
24,E3120400003201,台場公園高台,鳥取県境港市花町10,1,,1,,1,,1,,,35.54674218,133.243121,
25,E3120400004201,第三中学校　２階、３階,鳥取県境港市外江町1372,1,,1,,1,,1,,1,35.52486198609,133.21588176137,
26,E3120400004204,第三中学校　体育館,鳥取県境港市外江町1372,,,,1,,1,,,1,35.52527238,133.2157101,
27,E3120400004203,第三中学校　教室等,鳥取県境港市外江町1372,,,,1,,1,,,1,35.52467862,133.2154955,
28,E3120400004202,第三中学校　校庭,鳥取県境港市外江町1372,,,,1,,1,,,1,35.52560855,133.2154955,
29,E3120400005201,外江民館　２階,鳥取県境港市外江町2062-1,1,,1,,1,,1,,1,35.535974,133.210339,
30,E3120400005202,外江公民館　集会室,鳥取県境港市外江町2062-1,,,,1,,1,,,1,35.53592627,133.2101492,
31,E3120400006204,外江小学校　体育館,鳥取県境港市外江町2105,,,,1,,1,,,1,35.53484676,133.2102769,
32,E3120400006203,外江小学校　教室等,鳥取県境港市外江町2105,,,,1,,1,,,1,35.534859856081,133.20934885568,
33,E3120400006202,外江小学校　校庭,鳥取県境港市外江町2105,,,,1,,1,,,1,35.53417886,133.2097351,
34,E3120400006201,外江小学校　２階、３階,鳥取県境港市外江町2105,1,,1,,1,,1,,1,35.534964624649,133.20982628888,
35,E3120400007201,県営住宅外江団地２・４　（３階以上の階段室）,鳥取県境港市外江町2368-1,,,,,1,,,,,35.528777716636,133.20962316651,
36,E3120400008201,市営外江団地２～４階（通路等の共用部分）,鳥取県境港市外江町3266-5,,,,,1,,,,,35.52729924,133.2057494,
37,E3120400009201,下ノ川一号公園,鳥取県境港市元町113,,,,1,,,,,,35.54107815,133.2329574,
38,E3120400010201,幸神二号公園,鳥取県境港市幸神町2036,,,,1,,1,,,,35.50672306,133.2373183,
39,E3120400011201,幸神一号公園,鳥取県境港市幸神町347,,,,1,,1,,,,35.50960079,133.2401185,
40,E3120400012202,市民の森,鳥取県境港市幸神町907-1,,,,1,,1,,,,35.50814228,133.2403331,
41,E3120400012201,市民の森高台,鳥取県境港市幸神町907-1,1,,1,,1,,1,,,35.50757896,133.2407864,
42,E3120400013201,地域子育て支援センター　園庭,鳥取県境港市幸神町952,,,,1,,1,,,1,35.50920919,133.2403084,
43,E3120400014201,市営夕顔団地２～３階（通路等の共用部分）,鳥取県境港市高松町937-4,,,,,1,,,,,35.514052595938,133.23717780252,
44,E3120400015201,米子空港ターミナルビル２階、３階展望デッキ,鳥取県境港市佐斐神町1634,,,,,1,,,,,35.50061351,133.2451581,
45,E3120400016201,下水道センター２階、屋上,鳥取県境港市佐斐神町545,,,,,1,,,,,35.50162984,133.2531695,
46,E3120400017201,中浜ケアパートナーズ２階,鳥取県境港市財ノ木町562,,,,,1,,,,,35.50581219,133.2492892,
47,E3120400018201,中浜公民館　２階,鳥取県境港市財ノ木町668,1,,1,,1,,1,,1,35.505495913115,133.24831957116,
48,E3120400018202,中浜公民館　集会室,鳥取県境港市財ノ木町668,,,,1,,1,,,1,35.50539984,133.2483303,
49,E3120400019202,竜ヶ山公園,鳥取県境港市三軒屋町4043-5,,,,1,,1,,,,35.50676044,133.2266613,
50,E3120400019201,竜ヶ山公園高台,鳥取県境港市三軒屋町4043-5,1,,1,,1,,1,,,35.50625825,133.2269241,
51,E3120400020202,中浜サントピア,鳥取県境港市小篠津町1548-2,,,,1,,1,,,,35.50277169,133.2455022,
52,E3120400020201,中浜サントピア高台,鳥取県境港市小篠津町1548-2,1,,1,,1,,1,,,35.50328264,133.2451132,
53,E3120400022201,小篠津町宿舎３～５階（階段等）,鳥取県境港市小篠津町2258,,,,,1,,,,,35.50429037,133.2302131,
54,E3120400024201,なかはま保育園　園庭,鳥取県境港市小篠津町820,,,,1,,1,,,1,35.50776335,133.2447912,
55,E3120400025201,境港港湾合同庁舎屋上,鳥取県境港市昭和町9-1,,,,,1,,,,,35.54529192,133.2479613,
56,E3120400026201,流通会館３階、屋上,鳥取県境港市昭和町9-33,,,,,1,,,,,35.54548234,133.2491137,
57,E3120400027203,第一中学校　教室等,鳥取県境港市上道町1840,,,,1,,,1,,1,35.54240851,133.2376512,
58,E3120400027201,第一中学校　２階、３階,鳥取県境港市上道町1840,1,,1,,1,,1,,1,35.542081133661,133.23768069867,
59,E3120400027202,第一中学校　校庭,鳥取県境港市上道町1840,,,,1,,,1,,1,35.54139583,133.237745,
60,E3120400027204,第一中学校　体育館,鳥取県境港市上道町1840,,,,1,,,1,,1,35.54186725,133.2383137,
61,E3120400028201,元町病院２～５階,鳥取県境港市上道町1895-1,,,,,1,,,,,35.54252309,133.2358996,
62,E3120400029201,介護老人保健施設花の里２～４階,鳥取県境港市上道町1959-1,,,,,1,,,,,35.54180723,133.2363932,
63,E3120400031201,新さかい幸朋苑２階、３階、屋上,鳥取県境港市上道町2053-1,,,,,1,,,,,35.54268546,133.239744,
64,E3120400032203,境港市民交流センターホール（平土間時）,鳥取県境港市上道町3000,,,,1,,1,,,1,35.538782900776,133.23148360304,
65,E3120400032201,境港市役所２階、３階、屋上,鳥取県境港市上道町3000,,,,,1,,,,1,35.539852354505,133.23222389273,
66,E3120400032202,境港市民交流センター図書館,鳥取県境港市上道町3000,,,,1,,1,,,1,35.53888329908,133.23171963743,
67,E3120400032204,境港市民交流センター楽屋・スタッフルーム,鳥取県境港市上道町3000,,,,1,,1,,,1,35.538870203655,133.23122074656,
68,E3120400032205,境港市民交流センター１階ホワイエ、ホール・楽屋廊下、エントランスホール,鳥取県境港市上道町3000,,,,1,,1,,,1,35.538699962952,133.23172500186,
69,E3120400032206,境港市民交流センター２階,鳥取県境港市上道町3000,1,,,,1,,,,1,35.53866940689,133.23123683981,
70,E3120400033201,境中央公園,鳥取県境港市上道町3001,,,,1,,1,,,,35.53804805,133.2314976,
71,E3120400034201,上道小学校　２階、３階,鳥取県境港市上道町3026,1,,1,,1,,1,,1,35.537139580472,133.23534583558,
72,E3120400034202,上道小学校　校庭,鳥取県境港市上道町3026,,,,1,,1,,,1,35.53656773,133.2352922,
73,E3120400034203,上道小学校　教室等,鳥取県境港市上道町3026,,,,1,,1,,,1,35.53695624,133.2355389,
74,E3120400034204,上道小学校　体育館,鳥取県境港市上道町3026,,,,1,,1,,,1,35.53711775429,133.2349059533,
75,E3120400035201,境高等学校２階、３階,鳥取県境港市上道町3030,1,,,,1,,,,1,35.536616402622,133.23332613796,
76,E3120400035202,境高等学校体育館,鳥取県境港市上道町3030,1,,1,1,,1,,,1,35.536160580254,133.2334607304,
77,E3120400035203,境高等学校校庭,鳥取県境港市上道町3030,,,,1,,,,,1,35.5356735,133.2338143,
78,E3120400036201,上道公民館,鳥取県境港市上道町3186,1,,1,1,1,,1,,1,35.53845295,133.2349222,
79,E3120400036202,上道公民館　２階,鳥取県境港市上道町3186,1,,1,,1,,1,,1,35.53849660229,133.23502946322,
80,E3120400036203,上道公民館　集会室,鳥取県境港市上道町3186,,,,1,,1,,,1,35.53843549,133.2347827,
81,E3120400037201,県営上道団地３階廊下,鳥取県境港市上道町3353-5,,,,,1,,,,,35.53704742,133.2295779,
82,E3120400038201,市営上道団地２～４階（通路等の共用部分）,鳥取県境港市上道町3563,,,,,1,,,,,35.53754252,133.2264566,
83,E3120400039201,ダイソー境港店２階,鳥取県境港市上道町433-1,,,,,1,,,,,35.54028012,133.2372891,
84,E3120400040201,ホテルエリアワン境港　２階－８階,鳥取県境港市新屋町3268,,,,,1,,,,,35.512605501805,133.2506083251,
85,E3120400041201,市営第二夕顔団地　２～４階（通路等の共用部分）,鳥取県境港市誠道町162,,,,,1,,,,,35.515232,133.236075,
86,E3120400042201,旧誠道小学校　２階、３階,鳥取県境港市誠道町2062,1,,1,,1,,1,,1,35.518167636506,133.23605937169,
87,E3120400042202,旧誠道小学校　校庭,鳥取県境港市誠道町2062,,,,1,,1,,,1,35.517508327334,133.23615593121,
88,E3120400042203,旧誠道小学校　教室等,鳥取県境港市誠道町2062,,,,1,,1,,,1,35.518127,133.236088,
89,E3120400042204,誠道小学校　体育館,鳥取県境港市誠道町2062,,,,1,,1,,,1,35.51790566,133.236628,
90,E3120400043201,さかい幸朋苑２～４階,鳥取県境港市誠道町2083,,,,,1,,,,,35.518705295441,133.23568651905,
91,E3120400044201,誠道公民館　２階,鳥取県境港市誠道町220-3,1,,1,,1,,1,,1,35.514113292287,133.23681034418,
92,E3120400044202,誠道公民館　集会室,鳥取県境港市誠道町220-3,,,,1,,1,,,1,35.51400413,133.2367567,
93,E3120400045201,合同宿舎誠道住宅２～５階（階段、踊り場）,鳥取県境港市誠道町224-2,,,,,1,,,,,35.51394249,133.2351454,
