NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E2820700001111,池田市立北豊島中学校,大阪府池田市豊島北1-1-1,1,,,34.8078247780891,135.432244420992,
2,E2822900001111,御津小学校屋内運動場,兵庫県たつの市御津町釜屋206,1,,,34.784931344824,134.55636562782,
3,E2822900002111,御津公民館大ホール外,兵庫県たつの市御津町苅屋356-1,1,,,34.785463417007,134.56025789301,
4,E2822900003111,御津体育館屋内運動場,兵庫県たつの市御津町黒崎1730,1,,,34.774897112687,134.55062258191,
5,E2822900004111,旧室津小学校屋内運動場,兵庫県たつの市御津町室津145-1,1,,,34.765163655088,134.50348422146,
6,E2822900005121,シスナブ御津,兵庫県たつの市御津町中島980-3,,,高齢者,34.793541,134.556585,
7,E2822900006111,御津やすらぎ福祉会館大ホール外,兵庫県たつの市御津町朝臣38-1,1,,,34.789724922159,134.56545215958,
8,E2822900007111,御津中学校屋内運動場,兵庫県たつの市御津町朝臣414,1,,,34.788560930296,134.54769363126,
9,E2822900009111,新宮中学校屋内運動場,兵庫県たつの市新宮町宮内426,1,,,34.930759949206,134.54622323157,
10,E2822900010121,栗の木荘,兵庫県たつの市新宮町栗町463-1,,,知的障害者,34.944022,134.470562,
11,E2822900011111,播磨高原東中学校屋内運動場,兵庫県たつの市新宮町光都2-4-1,1,,,34.937705566734,134.44719489527,
12,E2848100001111,播磨高原東中学校,兵庫県たつの市新宮町光都2-4-1,1,,,34.938351571876,134.44747628299,
13,E2848100002111,播磨高原東小学校,兵庫県たつの市新宮町光都2-6-1,1,,,34.938536270116,134.4447726163,
14,E2822900012111,播磨高原東小学校屋内運動場,兵庫県たつの市新宮町光都2-6-1,1,,,34.938152214668,134.44513560903,
15,E2822900013111,香島小学校屋内運動場,兵庫県たつの市新宮町香山1160,1,,,34.948306069936,134.54702866708,
16,E2822900014111,香島コミュニティセンター大ホール外,兵庫県たつの市新宮町香山1241,1,,,34.9452457907,134.54650354912,
17,E2822900015111,龍野北高等学校屋内運動場,兵庫県たつの市新宮町芝田125-2,1,,,34.916138065145,134.54382987161,
18,E2822900016111,国民宿舎志んぐ荘大ホール外,兵庫県たつの市新宮町新宮1093,1,,,34.915608373843,134.5540104549,
19,E2822900017111,新宮小学校屋内運動場,兵庫県たつの市新宮町新宮437,1,,,34.924909892065,134.54868976105,
20,E2822900018121,アルーラ,兵庫県たつの市新宮町千本2294-1,,,知的障害者,34.940812,134.498709,
21,E2822900019121,デイーサービスレインボー,兵庫県たつの市新宮町船渡64-2,,,障害者,34.896342,134.546634,
22,E2822900020111,西栗栖コミュニティセンター大ホール外,兵庫県たつの市新宮町鍛冶屋105-1,1,,,34.957623569464,134.46723773006,
23,E2822900021111,西栗栖小学校屋内運動場,兵庫県たつの市新宮町鍛冶屋252,1,,,34.957235181914,134.46550727789,
24,E2822900022111,越部コミュニティセンター大ホール外,兵庫県たつの市新宮町中野庄125-3,1,,,34.899112617488,134.54322881564,
25,E2822900023111,越部小学校屋内運動場,兵庫県たつの市新宮町中野庄197,1,,,34.897334721396,134.54568234389,
26,E2822900024121,協和学園,兵庫県たつの市新宮町能地274-69,,,知的障害者,34.939532,134.514606,
27,E2822900025111,東栗栖小学校屋内運動場,兵庫県たつの市新宮町能地284,1,,,34.933152419615,134.51946912125,
28,E2822900026111,新宮ふれあい福祉会館大ホール外,兵庫県たつの市新宮町平野111-1,1,,,34.922650972242,134.53755498948,
29,E2822900027121,養護老人ホーム栗栖の荘,兵庫県たつの市新宮町平野692-32,,,高齢者,34.931357,134.53377,
30,E2822900028121,特別養護老人ホーム栗栖の荘,兵庫県たつの市新宮町平野778-5,,,高齢者,34.931898,134.533931,
31,E2822900029111,神岡コミュニティセンター大ホール外,兵庫県たつの市神岡町横内304-1,1,,,34.88475869519,134.57545165758,
32,E2822900030111,神岡小学校屋内運動場,兵庫県たつの市神岡町上横内51,1,,,34.889905511446,134.57761460227,
33,E2822900031111,揖西西小学校屋内運動場,兵庫県たつの市揖西町住吉142,1,,,34.850823171245,134.50694319199,
34,E2822900034121,特別養護老人ホーム桑の実園,兵庫県たつの市揖西町小神1551,,,高齢者,34.849316,134.527698,
35,E2822900032121,老人保健施設　旭陽,兵庫県たつの市揖西町小神1556-1,,,高齢者,34.848857853899,134.527842473807,
36,E2822900033112,龍野西中学校屋内運動場,兵庫県たつの市揖西町小神30,1,,,34.858296369285,134.53691605257,
37,E2822900033111,龍野西中学校武道場,兵庫県たつの市揖西町小神30,1,,,34.858372668348,134.53525889448,
38,E2822900035111,揖西東小学校屋内運動場,兵庫県たつの市揖西町清水新9,1,,,34.858466016654,134.52165391102,
39,E2822900036111,揖西コミュニティセンター大ホール外,兵庫県たつの市揖西町竹万95-1,1,,,34.850759573348,134.51217242702,
40,E2822900037111,河内コミュニティセンター大ホール外,兵庫県たつの市揖保川町浦部186-2,1,,,34.809328903567,134.53233628526,
41,E2822900038121,サルビアの家,兵庫県たつの市揖保川町黍田430-71,,,知的障害者,34.817305,134.514265,
42,E2822900039111,神部小学校屋内運動場,兵庫県たつの市揖保川町黍田434,1,,,34.817610412651,134.51568641553,
43,E2822900040111,河内小学校屋内運動場,兵庫県たつの市揖保川町金剛山604,1,,,34.809559650359,134.53131789691,
44,E2822900041111,揖保川公民館ホール外,兵庫県たつの市揖保川町山津屋19-1,1,,,34.827912523932,134.52522488376,
45,E2822900042111,半田小学校屋内運動場,兵庫県たつの市揖保川町新在家166-2,1,,,34.838758460578,134.53120989521,
46,E2822900043111,揖保川中学校屋内運動場,兵庫県たつの市揖保川町正條471,1,,,34.824046604631,134.52629973633,
47,E2822900044121,特別養護老人ホーム揖保の郷,兵庫県たつの市揖保川町馬場747,,,高齢者,34.793405,134.516451,
48,E2822900045121,特別養護老人ホームいぼがわ荘,兵庫県たつの市揖保川町半田608-1,,,高齢者,34.846076,134.535728,
