NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E3220600001201,安来港公園,島根県安来市安来町,,1,,1,1,1,,,,35.429552373098,133.25902073034,
2,E3220600001202,とかみ公園,島根県安来市安来町,,1,,1,1,1,,,,35.430260485407,133.25798003323,
3,E3220600002201,和鋼博物館,島根県安来市安来町1058,1,1,,1,1,1,,,1,35.435282704167,133.25371280253,洪水の時の避難場所は２階以上
4,E3220600003201,安来市立図書館,島根県安来市安来町1062-1,1,1,,1,1,1,,,1,35.435503425979,133.25292859347,洪水の時の避難場所は２階以上
5,E3220600004201,社日交流センター,島根県安来市安来町1281-1,1,1,,1,1,1,,,1,35.422697802267,133.24787628069,洪水の時の避難場所は２階以上
6,E3220600005201,市民体育館,島根県安来市安来町1337-1,,1,,1,1,1,,,1,35.424361199569,133.24848360738,
7,E3220600006201,十神地区学習等供用施設,島根県安来市安来町1931-1,1,1,,1,1,1,,,1,35.428686939377,133.25593903601,
8,E3220600007201,観光交流プラザ（２Ｆギャラリー）,島根県安来市安来町2093-3,1,1,,1,1,,,,,35.428211485058,133.25941748986,
9,E3220600008202,十神小学校（体育館）,島根県安来市安来町843-3,,1,,1,1,1,,,1,35.429574944183,133.24756544171,
10,E3220600008201,十神小学校（グラウンド）,島根県安来市安来町843-3,,1,,1,1,1,,,1,35.429814,133.248118,
11,E3220600008203,十神小学校（校舎）,島根県安来市安来町843-3,1,1,,1,1,1,,,1,35.429098494876,133.24772637426,洪水の時の避難場所は２階以上
12,E3220600009201,松永医院跡地,島根県安来市安来町858-8,,1,,1,1,1,,,,35.43002958516,133.24922904097,
13,E3220600010201,市民広場,島根県安来市安来町878-1,,1,,1,1,1,,,,35.430512863756,133.2509198664,
14,E3220600010202,防災研修棟,島根県安来市安来町878-1,,1,,1,1,,,,,35.430355,133.2504,
15,E3220600011201,安来中央交流センター,島根県安来市安来町896-1,1,1,,1,1,1,,,1,35.431661597092,133.25141130498,洪水の時の避難場所は２階以上
16,E3220600012201,宇賀荘幼稚園,島根県安来市宇賀荘町323-1,,1,,1,1,1,,,1,35.3935471935,133.26398059551,
17,E3220600013201,宇賀荘交流センター,島根県安来市宇賀荘町98-1,,1,,1,1,1,,,1,35.395436323007,133.26293989841,
18,E3220600014201,安来運動公園陸上競技場,島根県安来市吉岡町450,,1,,1,1,1,,,,35.410223,133.256232,
19,E3220600015202,第二中学校（体育館）,島根県安来市吉岡町7,,1,,1,1,,,,1,35.398033833372,133.2479355206,
20,E3220600015201,第二中学校（グラウンド）,島根県安来市吉岡町7,,1,,1,1,1,,,1,35.396967,133.247721,
21,E3220600015203,第二中学校（校舎）,島根県安来市吉岡町7,1,1,,1,1,1,,,1,35.397509096519,133.24816082616,洪水の時の避難場所は２階以上
22,E3220600016201,古代出雲王陵の丘　塩津山公園,島根県安来市久白町,1,,,1,1,1,,,,35.425675046456,133.20798521146,
23,E3220600017201,社日小学校（グラウンド）,島根県安来市宮内町101,,1,,1,1,1,,,1,35.422995,133.248992,
24,E3220600017203,社日小学校（校舎）,島根県安来市宮内町101,1,1,,1,1,1,,,1,35.422215531043,133.24858139727,洪水の時の避難場所は２階以上
25,E3220600017202,社日小学校（体育館）,島根県安来市宮内町101,,1,,1,1,,,,1,35.422601,133.248241,
26,E3220600018201,養護老人ホーム鴨来荘,島根県安来市月坂町563,,1,,,,1,,,1,35.412930075556,133.24413815626,
27,E3220600019201,安来節演芸館,島根県安来市古川町534,,1,,1,1,,,,1,35.381110657596,133.19732269113,
28,E3220600022202,宇波交流センター,島根県安来市広瀬町宇波482-2,1,,,,,1,,,1,35.31099792489,133.19163622535,
29,E3220600022201,旧宇波小学校体育館,島根県安来市広瀬町宇波482-2,1,,,,,,,,1,35.311085475004,133.19121780074,
30,E3220600023202,旧奥田原小学校,島根県安来市広瀬町奥田原479,1,,,,,1,,,1,35.283850864603,133.07787685867,
31,E3220600023201,旧奥田原小学校体育館,島根県安来市広瀬町奥田原479,1,,,,,,,,1,35.283938444091,133.07754426475,
32,E3220600024201,奥田原交流センター,島根県安来市広瀬町奥田原602-1,1,1,,1,1,,,,1,35.279609548513,133.07709767938,
33,E3220600025201,すぱーく広瀬,島根県安来市広瀬町下山佐334-1,,1,,1,1,,,,1,35.348410479684,133.15819649348,
