NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
1,E4022500001111,吉井小学校,福岡県うきは市吉井町1088,,,,33.344986,130.761202,
2,E4022500004111,うきは市総合福祉センター,福岡県うきは市吉井町347-1,,,,33.342102,130.748048,
3,E4022500005111,ＪＡにじ本所,福岡県うきは市吉井町356-1,,,,33.343239,130.747682,
4,E4022500006111,ＪＡにじ教育文化センター,福岡県うきは市吉井町684-1,,,,33.343652,130.748171,
5,E4022500007111,るり色ふるさと館,福岡県うきは市吉井町983-1,1,,,33.3458560754097,130.756573728764,
6,E4022500008111,吉井体育センター,福岡県うきは市吉井町983-120,,,,33.345852,130.75572,
7,E4022500009111,江南コミュニティセンター,福岡県うきは市吉井町新治1063-1,1,,,33.352947376416,130.74352105396,
8,E4022500011111,うきは市役所,福岡県うきは市吉井町新治316,1,,,33.34758837,130.7551345,
9,E4022500012111,浮羽究真館高等学校,福岡県うきは市吉井町生葉658,,,,33.34175,130.732797,
10,E4022500014111,千年コミュニティセンター,福岡県うきは市吉井町千年245-1,1,,,33.347968112084,130.76948463187,
11,E4022500015111,千年小学校,福岡県うきは市吉井町千年263-1,,,,33.348406,130.770449,
12,E4022500018111,江南小学校,福岡県うきは市吉井町八和田774-1,,,,33.353624,130.743997,
13,E4022500022111,耳納クリーンステーション,福岡県うきは市吉井町富永2015,,,,33.336223,130.733123,
14,E4022500023111,吉井中学校,福岡県うきは市吉井町福永58,,,,33.346636154158,130.76213458399,
15,E4022500026111,ＪＡにじ　耳納の里,福岡県うきは市吉井町福益130-1,,,,33.3350183800905,130.748743893396,
16,E4022500024111,福富コミュニティセンター,福岡県うきは市吉井町福益1609-1,1,,,33.332103581029,130.75371324233,
17,E4022500028111,福富小学校,福岡県うきは市吉井町福益666-1,,,,33.333049,130.753669,
18,E4022500030111,大石小学校,福岡県うきは市浮羽町古川468-3,,,,33.355442,130.809101,
19,E4022500031111,大石コミュニティセンター,福岡県うきは市浮羽町古川479,,,,33.355211,130.808443,
20,E4022500033111,青少幼年教化センター,福岡県うきは市浮羽町高見669-3,1,,,33.35054404,130.8105395,
21,E4022500035111,道の駅うきは,福岡県うきは市浮羽町山北729-2,,,,33.334166,130.818293,
22,E4022500036111,山春小学校,福岡県うきは市浮羽町山北783-6,,,,33.336658,130.827567,
23,E4022500037111,山春コミュニティセンター,福岡県うきは市浮羽町山北783-69,1,,,33.3410352250433,130.826088609138,
24,E4022500038111,小塩コミュニティセンター,福岡県うきは市浮羽町小塩2548-1,1,,,33.31213279204,130.83989987037,
25,E4022500039111,旧・小塩小学校,福岡県うきは市浮羽町小塩2605-1,,,,33.311023,130.842911,
26,E4022500041111,新川コミュニティセンター,福岡県うきは市浮羽町新川2515,1,,,33.294299925227,130.80619616138,
27,E4022500042111,旧・姫治小学校,福岡県うきは市浮羽町新川3934,,,,33.288163074252,130.81829554233,
28,E4022500043111,うきはアリーナ,福岡県うきは市浮羽町朝田215,,,,33.339254668859,130.78629264418,
29,E4022500045111,御幸小学校,福岡県うきは市浮羽町朝田412,,,,33.332049,130.79013,
30,E4022500046111,うきは市民ホール,福岡県うきは市浮羽町朝田561-1,1,,,33.332497,130.791146,
31,E4022500047111,御幸コミュニティセンター,福岡県うきは市浮羽町朝田562-11,1,,,33.333127361717,130.79143551654,
32,E4022500048111,うきは市民センター,福岡県うきは市浮羽町朝田582-1,1,,,33.332466288821,130.79315406746,
33,E4022500049111,田篭コミュニティセンター,福岡県うきは市浮羽町田篭1151-1,1,,,33.27189756,130.8416932,
34,E4022500051111,浮羽中学校,福岡県うきは市浮羽町東隈上344-1,,,,33.336849,130.802013,
35,E4022500053111,旧・妹川小学校,福岡県うきは市浮羽町妹川2285-2,,,,33.312337,130.770701,
36,E4022500054111,尼ヶ瀬区公民館,福岡県うきは市浮羽町妹川2422-7,1,,,33.30975837,130.7657079,
37,E4062500003111,豊津Ｂ＆Ｇ海洋センター体育館,福岡県みやこ町国分636,1,,,33.683964,130.979111,
38,E4062500001111,伊良原コミュニティセンター「隠国の里」,福岡県みやこ町犀川下伊良原1883-53,1,,,33.571743,130.945959,
39,E4062500004111,みやこ町コミュニティセンター「いこいの里」,福岡県みやこ町犀川古川50,1,,,33.648408173248,130.94792413459,
40,E4062500005111,みやこ伊良原学園,福岡県みやこ町犀川上伊良原178-2,1,,,33.562947277264,130.95293986544,
41,E4062500006111,ふるさと会館,福岡県みやこ町犀川上伊良原420,1,,,33.556465,130.951354,
42,E4062500007111,ユータウン犀川,福岡県みやこ町犀川本庄332-3,1,,,33.650769,130.939741,
43,E4062500008111,犀川小学校,福岡県みやこ町犀川本庄620,1,,,33.647494,130.941049,
44,E4062500009111,中央公民館,福岡県みやこ町犀川本庄641-1,1,,,33.648478,130.943131,
45,E4062500009121,中央公民館,福岡県みやこ町犀川本庄641-1,1,,要配慮者,33.648454,130.943505,
46,E4062500009112,犀川体育館,福岡県みやこ町犀川本庄641-1,1,,,33.647494,130.941049,
47,E4062500010111,犀川中学校,福岡県みやこ町犀川本庄763,1,,,33.646123,130.943517,
48,E4062500012111,諫山小学校,福岡県みやこ町勝山岩熊554,1,,,33.709888,130.890475,
49,E4062500013111,諫山地区活性化センター,福岡県みやこ町勝山岩熊730-1,1,,,33.709117,130.889787,
50,E4062500015111,勝山中学校,福岡県みやこ町勝山黒田1177,1,,,33.7012642600639,130.917241360356,
51,E4062500016111,黒田小学校,福岡県みやこ町勝山黒田825,1,,,33.7039764081178,130.922226297693,
52,E4062500017111,サン・グレートみやこ,福岡県みやこ町勝山黒田86-1,1,,,33.699903546057,130.921387755464,
53,E4062500018111,みやこ町役場本庁別館,福岡県みやこ町勝山上田971,1,,,33.6987911533511,130.921403311886,
54,E4062500019111,勝山体育館,福岡県みやこ町勝山上田976,1,,,33.699414,130.921203,
55,E4062500020111,久保小学校,福岡県みやこ町勝山大久保1423,1,,,33.689016919252,130.91080577963,
56,E4062500023111,豊津公民館,福岡県みやこ町豊津1118,1,,,33.67207,130.97162,
57,E4062500024111,みやこ町豊津福祉センター「すどりの里」,福岡県みやこ町豊津2174-1,1,,,33.668313,130.974506,
58,E4062500024121,みやこ町豊津福祉センター「すどりの里」,福岡県みやこ町豊津2174-1,1,,要配慮者,33.668313,130.974506,
59,E4062500025111,豊津中学校,福岡県みやこ町豊津429-2,1,,,33.6829520699732,130.973039700285,
60,E4062500026111,豊津小学校,福岡県みやこ町豊津9-1,1,,,33.6740990551911,130.972208891293,
61,E4022900001111,高田小学校,福岡県みやま市高田町下楠田1443,1,,,33.09567112807,130.46415628255,
62,E4022900002111,旧竹海小学校,福岡県みやま市高田町海津966,1,,,33.120923953707,130.48990121522,
63,E4022900003111,高田中学校,福岡県みやま市高田町岩津326,1,,,33.113482667061,130.46799431119,
64,E4022900005111,旧岩田小学校,福岡県みやま市高田町原1041,1,,,33.112093208832,130.47395949999,
65,E4022900006111,旧江浦小学校,福岡県みやま市高田町江浦611,1,,,33.110503537677,130.44701670832,
66,E4022900007111,旧開小学校,福岡県みやま市高田町黒崎開582,1,,,33.093094628666,130.44348960346,
67,E4022900008121,高田総合保健福祉センター（日常動作訓練室）,福岡県みやま市高田町今福314-1,1,,要配慮者 ※家族等も受け入れ対象とする。,33.108481,130.466803,
68,E4022900008111,あたご苑,福岡県みやま市高田町今福314-1,1,,,33.108475,130.466721,
69,E4022900009111,まいピア高田,福岡県みやま市高田町濃施14,1,,,33.100236485486,130.45505797644,
70,E4022900009121,まいピア高田（リハーサル室）,福岡県みやま市高田町濃施14,1,,要配慮者 ※家族等も受け入れ対象とする。,33.100236485486,130.45505797644,
71,E4022900010111,桜舞館小学校,福岡県みやま市高田町舞鶴257-1,1,,,33.119495,130.518509,
72,E4022900011111,旧山川南部小学校,福岡県みやま市山川町重冨121,1,,,33.107390842232,130.52972975075,
73,E4022900012111,山川中学校,福岡県みやま市山川町尾野1690,1,,,33.123502491445,130.51607767232,
74,E4022900013111,山川市民センター,福岡県みやま市山川町尾野1706-2,1,,,33.1221569991,130.51606,
75,E4022900013121,山川市民センター（研修室）,福岡県みやま市山川町尾野1706-2,1,,要配慮者 ※家族等も受け入れ対象とする。,33.1221569991,130.51606,
76,E4022900014111,旧山川東部小学校,福岡県みやま市山川町尾野1943-1,1,,,33.132220936485,130.51243316776,
77,E4022900015121,山川総合保健福祉センター（会議室、大広間）,福岡県みやま市山川町立山1234-1,1,,要配慮者 ※家族等も受け入れ対象とする。,33.123801,130.518288,
78,E4022900015111,げんきかん,福岡県みやま市山川町立山1234-1,1,,,33.123801,130.518288,
79,E4022900016111,瀬高小学校,福岡県みやま市瀬高町下庄1373,1,,,33.158919647619,130.47545839719,
80,E4022900017111,瀬高中学校,福岡県みやま市瀬高町下庄1885,1,,,33.153816180493,130.47895472987,
81,E4022900028121,みやま市総合市民センター,福岡県みやま市瀬高町下庄792-1,1,,要配慮者　※家族等も受入対象とする,33.153362,130.475021,
82,E4022900028111,みやま市総合市民センター,福岡県みやま市瀬高町下庄792-1,1,,,33.153362,130.475021,
83,E4022900018111,旧上庄小学校,福岡県みやま市瀬高町上庄1259,1,,,33.159736587251,130.46584984766,
84,E4020700001111,山門高等学校（体育館）,福岡県みやま市瀬高町上庄1730-1,1,,,33.16128171,130.4680338,
