NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E0241200002201,聖福寺　寳樓閣,青森県おいらせ町阿光坊105-278,1,1,,1,1,1,1,,,40.611004562176,141.36925741577,
2,E0241200003201,阿光坊地区農事集会所,青森県おいらせ町阿光坊13-7,1,1,,,,1,1,,,40.605906942912,141.3743505536,
3,E0241200005201,一川目地区生活会館,青森県おいらせ町一川目2-65-441,1,1,,,1,1,1,,,40.635194959793,141.44200649997,
4,E0241200006202,甲洋小学校グラウンド,青森県おいらせ町一川目4-6-10,1,1,,1,,1,1,,1,40.646044657344,141.43785841133,
5,E0241200006201,甲洋小学校,青森県おいらせ町一川目4-6-10,1,1,,1,1,1,1,,1,40.645271306905,141.43860406545,
6,E0241200004201,一川目児童公園,青森県おいらせ町一川目２地内,1,1,,1,1,1,1,,,40.634596848535,141.44190744323,
7,E0241200007201,みなくる館,青森県おいらせ町下前田145-1,1,1,,1,,1,1,,1,40.60439618551,141.43358742447,
8,E0241200008201,いきいき館,青森県おいらせ町下前田158-1,1,1,,1,,1,1,,1,40.604579548582,141.43463866542,
9,E0241200009202,下田小学校グラウンド,青森県おいらせ町舘越38-1,,1,,1,,1,,,1,40.597644155966,141.37370533614,
10,E0241200009201,下田小学校,青森県おいらせ町舘越38-1,,1,,1,1,1,,,1,40.597299380024,141.3734932706,
11,E0241200010201,本村地区コミュニティセンター伝承館,青森県おいらせ町舘越40-1,,1,,,,1,,,,40.598231099595,141.37374941934,
12,E0241200011202,百石小学校グラウンド,青森県おいらせ町牛込平20-1,,1,,1,,1,,,1,40.60105548721,141.43730455223,
13,E0241200011201,百石小学校,青森県おいらせ町牛込平20-1,1,1,,1,,1,,,1,40.601585467303,141.43724520725,
14,E0241200012201,向山集会所,青森県おいらせ町向山3-2-1807,1,1,,,,1,1,,,40.629775570914,141.36942505612,
15,E0241200013201,八戸北丘陵下田公園,青森県おいらせ町向山地内,1,1,,1,,1,1,,,40.614568777393,141.40039165539,
16,E0241200017201,大津波避難場所（二川目北）,青森県おいらせ町向平517-1,,,,,1,,,,,40.660853435402,141.42921323986,
17,E0241200018201,向坂集会所,青森県おいらせ町黒坂谷地110-121,1,1,,,,1,1,,,40.613282141145,141.42651050779,
18,E0241200019201,（株）ネクサス下田店（タケダスポーツ下田店）,青森県おいらせ町菜飯50-1,1,,,,1,,,,,40.598784857612,141.41806143143,
19,E0241200020201,三田会館,青森県おいらせ町三本木125-1,,1,,,,1,,,,40.593175587512,141.41142619696,
20,E0241200021201,奥入瀬川南岸土地改良区記念碑,青森県おいらせ町三本木28-9,,,,,1,,,,,40.590847174509,141.39348035367,
21,E0241200024201,４号百石道路避難階段,青森県おいらせ町秋堂105-2,,,,,1,,,,,40.598246077407,141.42316731105,
22,E0241200025201,３号百石道路避難階段,青森県おいらせ町秋堂112-4,,,,,1,,,,,40.596722699873,141.4238968719,
23,E0241200026201,１号百石道路避難階段,青森県おいらせ町秋堂127,,,,,1,,,,,40.593708428133,141.42544182429,
24,E0241200027201,２号百石道路避難階段,青森県おいらせ町秋堂42-2,,,,,1,,,,,40.595459980954,141.42457278857,
25,E0241200029201,明神山防災タワー,青森県おいらせ町松原1-73-460,,,,,1,,,,,40.607956442372,141.4556065688,
26,E0241200029202,明神山コミュニティ防災センター,青森県おいらせ町松原1-73-460,1,1,,,1,1,1,,,40.607915716722,141.45589624737,
27,E0241200028201,明神山公園,青森県おいらせ町松原１地内,1,1,,1,1,1,1,,,40.60753433268,141.45584742247,
28,E0241200030201,横道生活館,青森県おいらせ町松原２－１３２－４６地先,,1,,,,1,,,,40.614450527621,141.45549972362,
29,E0241200031201,いちょう公園体育館,青森県おいらせ町沼端14-161,1,1,,1,1,1,,,1,40.608016452292,141.43771384909,
30,E0241200032201,勤労者研修センター,青森県おいらせ町沼端14-165,,1,,,,1,1,,1,40.607877408236,141.4389840894,
31,E0241200032202,いちょう公園交流館,青森県おいらせ町沼端14-165,1,1,,,,1,1,,1,40.60754345677,141.43952589561,
32,E0241200035201,木ノ下中学校,青森県おいらせ町上久保22-2,1,1,,1,,1,1,,1,40.645751490216,141.37771441565,
33,E0241200035202,木ノ下中学校グラウンド,青森県おいらせ町上久保22-2,1,1,,1,,1,1,,1,40.646150374481,141.37817039118,
